Name,Primary_Type,Secondary_Type,Generation,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Total,Height(m),Weight(kg),Image URL,Attack_Defense_Ratio,SpAtk_SpDef_Ratio,Speed_Avg_Ratio,Physical_Total,Special_Total,Offensive_Total,Defensive_Total,Stat_StdDev,Stat_Range,Highest_Stat_Percentage,Top_Two_Stat_Difference,Physical_Bulk,Special_Bulk,Survivability_Index,Offensive_Potential,BMI,Weight_Height_Ratio,Size_Class,Relative_Power,Type_Rarity,Speed_Tier
Spinda,Normal,,3.0,60,60,60,60,60,60,360,1.1,5.0,https://img.pokemondb.net/sprites/home/normal/2x/spinda.jpg,1.0,1.0,1.0,180,120,120,120,0.0,0,0.16666666666666666,0.0,3600,3600,59.999999999999986,59.999999999999986,4.132231404958677,4.545454545454545,Medium,5.291975724881996,0.8807339449541285,Average
Nickit,Dark,,8.0,40,28,28,47,52,50,245,0.6,8.9,https://img.pokemondb.net/sprites/home/normal/2x/nickit.jpg,1.0,0.9038461538461539,1.2820512820512822,96,99,75,80,10.740887610745522,24,0.21224489795918366,-2.0,1120,2080,38.762084333733995,40.37153829746109,24.722222222222225,14.833333333333334,Small,3.334864888148637,0.9746835443037974,Slow
Starly,Normal,Flying,4.0,40,55,30,30,30,60,245,0.3,2.0,https://img.pokemondb.net/sprites/home/normal/2x/starly.jpg,1.8333333333333333,1.0,1.6216216216216217,125,60,85,60,13.570801990548189,30,0.24489795918367346,-5.0,1200,1200,33.019272488946264,46.26065009182741,22.22222222222222,6.666666666666667,Small,3.317708333333333,0.9560439560439561,Average
Nosepass,Rock,,3.0,30,45,135,45,90,30,375,1.0,97.0,https://img.pokemondb.net/sprites/home/normal/2x/nosepass.jpg,0.3333333333333333,0.5,0.43478260869565216,210,135,90,225,41.803109932156964,105,0.36,-45.0,4050,2700,71.43304733856895,39.31112091313344,97.0,97.0,Medium,5.512474713418746,0.981651376146789,Very Slow
Whismur,Normal,,3.0,64,51,23,51,23,28,240,0.6,16.3,https://img.pokemondb.net/sprites/home/normal/2x/whismur.jpg,2.217391304347826,2.217391304347826,0.6603773584905661,138,74,102,46,17.549928774784245,41,0.26666666666666666,-13.0,1472,1472,32.35031759636025,41.760542116536584,45.27777777777778,27.166666666666668,Small,3.5279838165879975,0.8807339449541285,Very Slow
Togetic,Fairy,Flying,2.0,55,40,85,80,105,40,405,0.6,3.2,https://img.pokemondb.net/sprites/home/normal/2x/togetic.jpg,0.47058823529411764,0.7619047619047619,0.547945205479452,180,185,120,190,26.59887215654077,65,0.25925925925925924,-20.0,4675,5775,78.88425072101386,50.396841995794915,8.88888888888889,5.333333333333334,Small,5.986840128594178,0.9878048780487805,Slow
Shelmet,Bug,,5.0,50,40,85,40,65,25,305,0.4,7.7,https://img.pokemondb.net/sprites/home/normal/2x/shelmet.jpg,0.47058823529411764,0.6153846153846154,0.44642857142857145,175,105,80,150,21.31118642090737,60,0.2786885245901639,-20.0,4250,3250,65.12795308612735,34.19951893353393,48.12499999999999,19.25,Small,4.31494436541497,0.9752066115702479,Very Slow
Growlithe,Fire,,1.0,55,70,45,70,50,60,350,0.7,19.0,https://img.pokemondb.net/sprites/home/normal/2x/growlithe.jpg,1.5555555555555556,1.4,1.0344827586206897,170,120,140,95,10.327955589886445,25,0.2,0.0,2475,2750,49.83277467062981,66.49399761150974,38.77551020408164,27.142857142857146,Small,5.130541004989751,0.9152542372881356,Average
Wailmer,Water,,3.0,130,70,35,70,35,60,400,2.0,130.0,https://img.pokemondb.net/sprites/home/normal/2x/wailmer.jpg,2.0,2.0,0.8823529411764706,235,105,140,70,34.880749227427245,95,0.325,-60.0,4550,4550,54.20339389521846,66.49399761150974,32.5,65.0,Large,5.879973027646662,0.926605504587156,Average
Totodile,Water,,2.0,50,65,64,44,48,43,314,0.6,9.5,https://img.pokemondb.net/sprites/home/normal/2x/totodile.jpg,1.015625,0.9166666666666666,0.7933579335793357,179,92,109,112,9.77070451229934,22,0.2070063694267516,-1.0,3200,2400,53.55463600657355,49.729202690730766,26.38888888888889,15.833333333333334,Small,4.641648889823634,0.926829268292683,Slow
Charjabug,Bug,Electric,7.0,57,82,95,55,75,36,400,0.5,10.5,https://img.pokemondb.net/sprites/home/normal/2x/charjabug.jpg,0.8631578947368421,0.7333333333333333,0.4945054945054945,234,130,137,170,21.341665039697972,59,0.2375,-13.0,5415,4275,74.05480478719423,54.55396836800568,42.0,21.0,Small,5.353979397677318,0.9705882352941176,Very Slow
Persian,Normal,,1.0,65,70,60,65,65,115,440,1.0,32.0,https://img.pokemondb.net/sprites/home/normal/2x/persian.jpg,1.1666666666666667,1.0,1.7692307692307692,195,130,135,125,20.65591117977289,55,0.26136363636363635,-45.0,3900,4225,63.28867273088347,80.5816975972423,32.0,32.0,Medium,6.449822977701402,0.9152542372881356,Very Fast
Clauncher,Water,,6.0,50,53,62,58,63,44,330,0.5,8.3,https://img.pokemondb.net/sprites/home/normal/2x/clauncher.jpg,0.8548387096774194,0.9206349206349206,0.7692307692307692,165,121,111,125,7.37563556583431,19,0.19090909090909092,-1.0,3100,3150,58.018622636731,51.33168413584347,33.2,16.6,Small,4.5738045738045745,0.9333333333333333,Slow
Glimmora,Rock,Poison,9.0,83,55,90,130,81,86,525,1.5,45.0,https://img.pokemondb.net/sprites/scarlet-violet/normal/glimmora.png,0.6111111111111112,1.6049382716049383,0.979498861047836,228,211,185,171,24.221890925359236,75,0.24761904761904763,-40.0,7470,6723,84.58016737457675,85.0357404485597,20.0,30.0,Medium,6.842490496540976,0.9782608695652174,Fast
Frogadier,Water,,6.0,54,63,52,83,56,97,405,0.6,10.9,https://img.pokemondb.net/sprites/home/normal/2x/frogadier.jpg,1.2115384615384615,1.4821428571428572,1.5746753246753247,169,139,146,108,18.360283222216374,45,0.23950617283950618,-14.0,2808,3024,53.975297343304966,79.74989599800378,30.27777777777778,18.166666666666668,Small,5.613305613305614,0.9333333333333333,Fast
Araquanid,Water,Bug,7.0,68,70,92,50,132,42,454,1.8,82.0,https://img.pokemondb.net/sprites/home/normal/2x/araquanid.jpg,0.7608695652173914,0.3787878787878788,0.5097087378640777,230,182,120,224,32.629230249374054,90,0.2907488986784141,-40.0,6256,8976,93.81887560876929,52.77632087904075,25.30864197530864,45.55555555555556,Medium,6.076766616363755,0.9705882352941176,Slow
Palafin,Water,,9.0,100,70,72,53,62,100,457,1.3,60.2,https://img.pokemondb.net/sprites/scarlet-violet/normal/palafin.png,0.9722222222222222,0.8548387096774194,1.4005602240896358,242,115,123,134,19.64094362974108,47,0.2188183807439825,0.0,7200,6200,76.42604669132238,71.85516150653189,35.62130177514793,46.30769230769231,Medium,5.956225060798526,0.9239130434782609,Very Fast
Seismitoad,Water,Ground,5.0,105,95,75,85,75,74,509,1.5,62.0,https://img.pokemondb.net/sprites/home/normal/2x/seismitoad.jpg,1.2666666666666666,1.1333333333333333,0.8505747126436781,275,160,180,150,12.812754062521714,31,0.206286836935167,-10.0,7875,7875,83.90167065610474,84.2283093612011,27.555555555555557,41.333333333333336,Medium,7.201005514741704,0.9917355371900827,Average
Tinkaton,Fairy,Steel,9.0,85,75,77,70,105,94,506,0.7,112.8,https://img.pokemondb.net/sprites/scarlet-violet/normal/tinkaton.png,0.974025974025974,0.6666666666666666,1.1407766990291262,237,175,145,182,13.170674495509585,35,0.2075098814229249,-11.0,6545,8925,88.24693898597467,79.02461445246998,230.20408163265307,161.14285714285714,Large,6.5948575071423505,0.9782608695652174,Fast
Crawdaunt,Water,Dark,3.0,63,120,85,90,55,55,468,1.1,32.8,https://img.pokemondb.net/sprites/home/normal/2x/crawdaunt.jpg,1.411764705882353,1.6363636363636365,0.665859564164649,268,145,210,140,25.45584412271571,65,0.2564102564102564,-30.0,5355,3465,66.53355383595616,84.0611799196616,27.10743801652892,29.818181818181813,Medium,6.879568442346595,0.981651376146789,Slow
Budew,Grass,Poison,4.0,40,30,35,50,70,55,280,0.2,1.2,https://img.pokemondb.net/sprites/home/normal/2x/budew.jpg,0.8571428571428571,0.7142857142857143,1.2222222222222223,105,120,80,105,14.719601443879746,40,0.25,-15.0,1400,2800,46.10436292058446,43.53293845586805,29.999999999999993,5.999999999999999,Small,3.791666666666666,0.978021978021978,Slow
Froakie,Water,,6.0,41,56,40,62,44,71,314,0.3,7.0,https://img.pokemondb.net/sprites/home/normal/2x/froakie.jpg,1.4,1.4090909090909092,1.4609053497942386,137,106,118,84,12.691204303243513,31,0.22611464968152867,-9.0,1640,1804,41.6324697191067,62.701705670212874,77.77777777777779,23.333333333333336,Small,4.352044352044352,0.9333333333333333,Average
Mandibuzz,Dark,Flying,5.0,110,65,105,55,95,80,510,1.2,39.5,https://img.pokemondb.net/sprites/home/normal/2x/mandibuzz.jpg,0.6190476190476191,0.5789473684210527,0.9302325581395349,280,150,120,200,22.135943621178654,55,0.21568627450980393,-5.0,11550,10450,103.14191641683256,65.88532274527863,27.430555555555557,32.91666666666667,Medium,7.215152873316835,0.9834710743801653,Fast
Solosis,Psychic,,5.0,45,30,40,105,50,20,290,0.3,1.0,https://img.pokemondb.net/sprites/home/normal/2x/solosis.jpg,0.75,2.1,0.37037037037037035,115,155,135,90,29.776948578836393,85,0.3620689655172414,-55.0,1800,2250,44.81404746557164,39.79057207896391,11.11111111111111,3.3333333333333335,Small,4.102733986788004,0.9338842975206612,Very Slow
Nidoking,Poison,Ground,1.0,81,102,77,85,75,85,505,1.4,62.0,https://img.pokemondb.net/sprites/home/normal/2x/nidoking.jpg,1.3246753246753247,1.1333333333333333,1.0119047619047619,260,160,187,152,9.641922353279282,27,0.201980198019802,-17.0,6237,6075,77.62691656683612,90.32597838052192,31.632653061224495,44.28571428571429,Medium,7.402637735770926,0.9830508474576272,Fast
Bellsprout,Grass,Poison,1.0,50,75,35,70,30,40,300,0.7,4.0,https://img.pokemondb.net/sprites/home/normal/2x/bellsprout.jpg,2.142857142857143,2.3333333333333335,0.7692307692307693,160,100,145,65,18.708286933869708,45,0.25,-5.0,1750,1500,37.44436193609253,59.43921952763129,8.163265306122451,5.714285714285714,Small,4.397606575705501,0.9322033898305084,Slow
Popplio,Water,,7.0,50,54,54,66,56,40,320,0.4,7.5,https://img.pokemondb.net/sprites/home/normal/2x/popplio.jpg,1.0,1.1785714285714286,0.7142857142857143,158,122,120,110,8.453795991545258,26,0.20625,-10.0,2700,2800,53.27424010455603,52.23952614704166,46.87499999999999,18.75,Small,4.283183518141854,0.9558823529411765,Slow
Wo-Chien,Dark,Grass,9.0,85,85,100,95,135,70,570,1.5,74.2,https://img.pokemondb.net/sprites/scarlet-violet/normal/wo-chien.png,0.85,0.7037037037037037,0.7,270,230,180,235,22.135943621178654,65,0.23684210526315788,-35.0,8500,11475,104.69298070363328,82.68248555523864,32.97777777777778,49.46666666666667,Medium,7.428989681958774,0.9891304347826086,Average
Mesprit,Psychic,,4.0,80,105,105,105,105,80,580,0.3,0.3,https://img.pokemondb.net/sprites/home/normal/2x/mesprit.jpg,1.0,1.0,0.8,290,210,210,210,12.909944487358056,25,0.1810344827586207,0.0,8400,8400,95.90093948322176,95.90093948322176,3.3333333333333335,1.0,Small,7.854166666666666,0.945054945054945,Fast
Mamoswine,Ice,Ground,4.0,110,130,80,70,60,80,530,2.5,291.0,https://img.pokemondb.net/sprites/home/normal/2x/mamoswine.jpg,1.625,1.1666666666666667,0.8888888888888888,320,130,200,140,26.394443859772206,70,0.24528301886792453,-20.0,8800,6600,80.82480041244379,89.95882890550827,46.56,116.4,Large,7.177083333333332,0.989010989010989,Fast
Sinistea,Ghost,,8.0,40,45,45,74,54,50,308,0.1,0.2,https://img.pokemondb.net/sprites/home/normal/2x/sinistea.jpg,1.0,1.3703703703703705,0.9689922480620154,130,128,119,99,12.094075684675811,34,0.24025974025974026,-20.0,1800,2160,45.97856594361318,55.013770656559394,19.999999999999996,2.0,Small,4.192401573672572,0.9620253164556962,Slow
Dhelmise,Ghost,Grass,7.0,70,131,100,86,90,40,517,3.9,210.0,https://img.pokemondb.net/sprites/home/normal/2x/dhelmise.jpg,1.31,0.9555555555555556,0.4192872117400419,301,176,217,190,30.360610446212487,91,0.25338491295938104,-31.0,7000,6300,85.72618882313394,76.66725477389652,13.806706114398423,53.84615384615385,Large,6.920018371497933,0.9852941176470589,Slow
Surskit,Bug,Water,3.0,40,30,32,50,52,65,269,0.5,1.7,https://img.pokemondb.net/sprites/home/normal/2x/surskit.jpg,0.9375,0.9615384615384616,1.593137254901961,102,102,80,84,13.3628839202721,35,0.241635687732342,-13.0,1280,2080,40.52637615280708,46.025820412579435,6.8,3.4,Small,3.9542818610923804,0.9908256880733946,Average
Keldeo,Water,Fighting,5.0,91,72,90,129,90,108,580,1.4,48.5,https://img.pokemondb.net/sprites/home/normal/2x/keldeo.jpg,0.8,1.4333333333333333,1.1440677966101693,253,219,201,180,19.510680835549195,57,0.22241379310344828,-21.0,8190,8190,90.33210633022732,100.10335979738221,24.744897959183678,34.642857142857146,Medium,8.205467973576008,0.9917355371900827,Very Fast
Oranguru,Normal,Psychic,7.0,90,60,80,90,110,60,490,1.5,76.0,https://img.pokemondb.net/sprites/home/normal/2x/oranguru.jpg,0.75,0.8181818181818182,0.6976744186046512,230,200,150,190,19.407902170679517,50,0.22448979591836735,-20.0,7200,9900,92.52130018365482,68.6828545531999,33.77777777777778,50.666666666666664,Medium,6.558624762154714,0.9852941176470589,Average
Amaura,Rock,Ice,6.0,77,59,50,67,63,46,362,1.3,25.2,https://img.pokemondb.net/sprites/home/normal/2x/amaura.jpg,1.18,1.0634920634920635,0.7278481012658228,186,130,126,113,11.343133018115703,31,0.212707182320442,-10.0,3850,4851,62.36397081844535,56.653691762172166,14.911242603550294,19.384615384615383,Medium,5.017325017325018,0.9666666666666667,Slow
Cresselia,Psychic,,4.0,120,70,110,75,120,85,580,1.5,85.6,https://img.pokemondb.net/sprites/home/normal/2x/cresselia.jpg,0.6363636363636364,0.625,0.8585858585858586,300,195,145,230,22.73030282830976,50,0.20689655172413793,0.0,13200,14400,116.5695336650291,76.41748546724591,38.044444444444444,57.06666666666666,Medium,7.854166666666666,0.945054945054945,Fast
Weedle,Bug,Poison,1.0,40,35,30,20,20,50,195,0.3,3.2,https://img.pokemondb.net/sprites/home/normal/2x/weedle.jpg,1.1666666666666667,1.0,1.7241379310344827,105,40,55,50,11.726039399558575,30,0.2564102564102564,-10.0,1200,800,28.84499140614816,32.71066310188589,35.55555555555556,10.666666666666668,Small,2.858444274208576,0.9576271186440678,Slow
Sableye,Dark,Ghost,3.0,50,75,75,65,65,50,380,0.5,11.0,https://img.pokemondb.net/sprites/home/normal/2x/sableye.jpg,1.0,1.0,0.7575757575757576,200,130,140,140,11.254628677422755,25,0.19736842105263158,0.0,3750,3250,62.46664887306953,62.46664887306953,44.0,22.0,Small,5.585974376264329,0.9908256880733946,Slow
Ponyta,Fire,,1.0,50,85,55,65,65,90,410,1.0,30.0,https://img.pokemondb.net/sprites/home/normal/2x/ponyta.jpg,1.5454545454545454,1.0,1.40625,190,130,150,120,16.02081978759722,40,0.21951219512195122,-5.0,2750,3250,56.331158566728774,79.22427324561092,30.0,30.0,Medium,6.010062320130851,0.9152542372881356,Fast
Scolipede,Bug,Poison,5.0,60,100,89,55,69,112,485,2.5,200.5,https://img.pokemondb.net/sprites/home/normal/2x/scolipede.jpg,1.1235955056179776,0.7971014492753623,1.5013404825737267,249,124,155,158,23.00796963373054,57,0.2309278350515464,-12.0,5340,4140,71.69080372007143,85.08641730230009,32.08,80.2,Large,6.8614689089385585,0.9752066115702479,Very Fast
Ferroseed,Grass,Steel,5.0,44,50,91,24,86,10,305,0.6,18.8,https://img.pokemondb.net/sprites/home/normal/2x/ferroseed.jpg,0.5494505494505495,0.27906976744186046,0.1694915254237288,185,110,74,177,32.51102377143277,81,0.2983606557377049,-5.0,4004,3784,70.09130941379699,22.894284851066633,52.22222222222223,31.333333333333336,Small,4.31494436541497,0.9834710743801653,Very Slow
Ting-Lu,Dark,Ground,9.0,155,110,125,55,80,45,570,2.7,699.7,https://img.pokemondb.net/sprites/scarlet-violet/normal/ting-lu.png,0.88,0.6875,0.42857142857142855,390,135,165,205,42.5440947723653,110,0.2719298245614035,-30.0,19375,12400,115.72945272629376,64.81208050949357,95.98079561042523,259.14814814814815,Large,7.428989681958774,0.9891304347826086,Slow
Mr. Mime,Psychic,Fairy,1.0,40,45,65,100,120,90,460,1.3,54.5,https://img.pokemondb.net/sprites/home/normal/2x/mr-mime.jpg,0.6923076923076923,0.8333333333333334,1.2162162162162162,150,220,145,185,31.88521078284832,80,0.2608695652173913,-20.0,2600,4800,67.82422886028331,73.98636222991408,32.24852071005917,41.92307692307692,Medium,6.742996749415101,0.9915254237288136,Fast
Quaxly,Water,,9.0,55,65,45,50,45,50,310,0.5,6.1,https://img.pokemondb.net/sprites/scarlet-violet/normal/quaxly.png,1.4444444444444444,1.1111111111111112,0.9615384615384616,165,95,115,90,7.52772652709081,20,0.20967741935483872,-10.0,2475,2475,48.11301494993739,54.56964415305528,24.4,12.2,Small,4.040327721767053,0.9239130434782609,Slow
Gabite,Dragon,Ground,4.0,68,90,65,50,55,82,410,1.4,56.0,https://img.pokemondb.net/sprites/home/normal/2x/gabite.jpg,1.3846153846153846,0.9090909090909091,1.25,223,105,140,120,15.370968306084904,40,0.21951219512195122,-8.0,4420,3740,62.411073533344805,71.72580900088795,28.571428571428577,40.0,Medium,5.552083333333333,0.967032967032967,Fast
Golbat,Poison,Flying,1.0,75,80,70,65,75,90,455,1.6,55.0,https://img.pokemondb.net/sprites/home/normal/2x/golbat.jpg,1.1428571428571428,0.8666666666666667,1.2328767123287672,225,140,145,145,8.612007121842542,25,0.1978021978021978,-10.0,5250,5625,73.29486044391187,77.63936076656304,21.484374999999996,34.375,Medium,6.669703306486676,0.9830508474576272,Fast
Fraxure,Dragon,,5.0,66,117,70,40,50,67,410,1.0,36.0,https://img.pokemondb.net/sprites/home/normal/2x/fraxure.jpg,1.6714285714285715,0.8,0.9766763848396502,253,90,157,120,26.522946040488538,77,0.28536585365853656,-47.0,4620,3300,61.35792439661957,67.93708136267843,36.0,36.0,Medium,5.80041701580373,0.9752066115702479,Average
Corsola,Water,Rock,2.0,65,55,95,65,95,35,410,0.6,5.0,https://img.pokemondb.net/sprites/home/normal/2x/corsola.jpg,0.5789473684210527,0.6842105263157895,0.4666666666666667,215,160,120,190,23.38090388900024,60,0.23170731707317074,0.0,6175,6175,83.71183380150445,50.016661114195465,13.88888888888889,8.333333333333334,Small,6.060751735120032,0.9878048780487805,Very Slow
Lotad,Water,Grass,3.0,40,30,30,40,50,30,220,0.5,2.6,https://img.pokemondb.net/sprites/home/normal/2x/lotad.jpg,1.0,0.8,0.7894736842105263,100,90,70,80,8.164965809277259,20,0.22727272727272727,-10.0,1200,2000,39.148676411688626,33.019272488946264,10.4,5.2,Small,3.2339851652056644,0.981651376146789,Very Slow
Suicune,Water,,2.0,100,75,115,90,115,85,580,2.0,187.0,https://img.pokemondb.net/sprites/home/normal/2x/suicune.jpg,0.6521739130434783,0.782608695652174,0.8585858585858586,290,205,165,230,16.329931618554518,40,0.19827586206896552,0.0,11500,11500,109.76533998250056,83.09487385131695,46.75,93.5,Large,8.57374635699907,0.926829268292683,Fast
Unfezant,Normal,Flying,5.0,80,115,80,65,55,93,488,1.2,29.0,https://img.pokemondb.net/sprites/home/normal/2x/unfezant.jpg,1.4375,1.1818181818181819,1.1772151898734178,275,120,180,135,21.134489978863144,60,0.23565573770491804,-22.0,6400,4400,70.60696670652125,88.58592312709446,20.13888888888889,24.166666666666668,Medium,6.903910984663952,0.9669421487603306,Fast
Pelipper,Water,Flying,3.0,60,50,100,95,70,65,440,1.2,28.0,https://img.pokemondb.net/sprites/home/normal/2x/pelipper.jpg,0.5,1.3571428571428572,0.8666666666666667,210,165,145,170,19.916492328386205,50,0.22727272727272727,-5.0,6000,4200,74.88872387218505,67.58790558929758,19.444444444444446,23.333333333333336,Medium,6.467970330411329,0.981651376146789,Average
Toedscruel,Ground,Grass,9.0,80,70,65,80,120,100,515,1.9,58.0,https://img.pokemondb.net/sprites/scarlet-violet/normal/toedscruel.png,1.0769230769230769,0.6666666666666666,1.2048192771084338,215,200,150,185,20.59530690877576,55,0.23300970873786409,-20.0,5200,9600,85.45317363395831,82.42570599617112,16.066481994459835,30.526315789473685,Medium,6.71215734422591,0.9782608695652174,Very Fast
Dwebble,Bug,Rock,5.0,50,65,85,35,35,55,325,0.3,14.5,https://img.pokemondb.net/sprites/home/normal/2x/dwebble.jpg,0.7647058823529411,1.0,1.0185185185185186,200,70,100,120,19.08315138195646,50,0.26153846153846155,-20.0,4250,1750,52.98492510624073,50.016661114195465,161.11111111111111,48.333333333333336,Small,4.597891536917591,0.9834710743801653,Slow
Marshadow,Fighting,Ghost,7.0,90,125,80,90,90,125,600,0.7,22.2,https://img.pokemondb.net/sprites/home/normal/2x/marshadow.jpg,1.5625,1.0,1.3157894736842106,295,180,215,170,19.748417658131498,45,0.20833333333333334,0.0,7200,8100,86.53497421844448,112.03511866392908,45.30612244897959,31.714285714285715,Medium,8.030969096515976,0.9852941176470589,Very Fast
Frigibax,Dragon,Ice,9.0,65,75,45,35,45,55,320,0.5,17.0,https://img.pokemondb.net/sprites/scarlet-violet/normal/frigibax.png,1.6666666666666667,0.7777777777777778,1.0377358490566038,185,80,110,90,14.719601443879746,40,0.234375,-10.0,2925,2925,50.86817164521249,52.46028742811338,68.0,34.0,Small,4.1706608740821185,0.967391304347826,Slow
Arceus,Normal,,4.0,120,120,120,120,120,120,720,3.2,320.0,https://img.pokemondb.net/sprites/home/normal/2x/arceus.jpg,1.0,1.0,1.0,360,240,240,240,0.0,0,0.16666666666666666,0.0,14400,14400,119.99999999999997,119.99999999999997,31.249999999999993,100.0,Large,9.749999999999998,0.9120879120879121,Very Fast
Lickilicky,Normal,,4.0,110,85,95,80,95,50,515,1.7,140.0,https://img.pokemondb.net/sprites/home/normal/2x/lickilicky.jpg,0.8947368421052632,0.8421052631578947,0.5376344086021505,290,175,165,190,20.351085147152883,60,0.21359223300970873,-15.0,10450,10450,99.75774694179101,69.79532046908886,48.44290657439447,82.3529411764706,Large,6.973958333333333,0.9120879120879121,Slow
Lechonk,Normal,,9.0,54,45,40,35,45,35,254,0.5,10.2,https://img.pokemondb.net/sprites/scarlet-violet/normal/lechonk.png,1.125,0.7777777777777778,0.7990867579908676,139,80,80,85,7.2571803523590805,19,0.2125984251968504,-9.0,2160,2430,45.97856594361318,38.058313055101216,40.8,20.4,Small,3.310462068802682,0.9565217391304348,Very Slow
Kingambit,Dark,Steel,9.0,100,135,120,60,85,50,550,2.0,120.0,https://img.pokemondb.net/sprites/scarlet-violet/normal/kingambit.png,1.125,0.7058823529411765,0.5,355,145,195,205,33.26659986633239,85,0.24545454545454545,-15.0,12000,8500,100.66227095601127,73.98636222991408,30.0,60.0,Large,7.168323377328642,0.9891304347826086,Slow
Jynx,Ice,Psychic,1.0,65,50,35,115,95,95,455,1.4,40.6,https://img.pokemondb.net/sprites/home/normal/2x/jynx.jpg,1.4285714285714286,1.2105263157894737,1.3194444444444444,150,210,165,130,30.727295140748502,80,0.25274725274725274,-20.0,2275,6175,60.01157184213841,81.74549286688159,20.71428571428572,29.000000000000004,Medium,6.669703306486676,0.9915254237288136,Fast
Raichu,Electric,,1.0,60,90,55,90,80,110,485,0.8,30.0,https://img.pokemondb.net/sprites/home/normal/2x/raichu.jpg,1.6363636363636365,1.125,1.4666666666666666,205,170,180,135,20.59530690877576,55,0.2268041237113402,-20.0,3300,4800,64.15068659991651,96.22602989987477,46.87499999999999,37.5,Medium,7.109463964057227,0.9576271186440678,Very Fast
Dodrio,Normal,Flying,1.0,60,110,70,60,60,110,470,1.8,85.2,https://img.pokemondb.net/sprites/home/normal/2x/dodrio.jpg,1.5714285714285714,1.0,1.5277777777777777,240,120,170,130,24.8327740429189,50,0.23404255319148937,0.0,4200,3600,63.163595976563776,89.87637347075679,26.296296296296294,47.333333333333336,Medium,6.8895836352719515,0.9491525423728814,Very Fast
Floragato,Grass,,9.0,61,80,63,60,63,83,410,0.9,12.2,https://img.pokemondb.net/sprites/scarlet-violet/normal/floragato.png,1.2698412698412698,0.9523809523809523,1.2691131498470947,204,123,140,126,10.30857248442609,23,0.20243902439024392,-3.0,3843,3843,62.3261515424521,73.58225785319487,15.061728395061726,13.555555555555554,Small,5.343659244917715,0.9782608695652174,Fast
Bergmite,Ice,,6.0,55,69,85,32,35,28,304,1.0,99.5,https://img.pokemondb.net/sprites/home/normal/2x/bergmite.jpg,0.8117647058823529,0.9142857142857143,0.5072463768115941,209,67,101,120,22.984052442218857,57,0.27960526315789475,-16.0,4675,1925,54.69528460611715,39.54142958590718,99.5,99.5,Medium,4.213444213444214,0.9666666666666667,Very Slow
Carnivine,Grass,,4.0,74,100,72,90,72,46,454,1.4,27.0,https://img.pokemondb.net/sprites/home/normal/2x/carnivine.jpg,1.3888888888888888,1.25,0.5637254901960784,246,162,190,144,18.47881670093263,54,0.22026431718061673,-10.0,5328,5328,72.66058735813324,74.53039913720833,13.775510204081634,19.28571428571429,Medium,6.147916666666666,0.9230769230769231,Slow
Probopass,Rock,Steel,4.0,60,55,145,75,150,40,525,1.4,340.0,https://img.pokemondb.net/sprites/home/normal/2x/probopass.jpg,0.3793103448275862,0.5,0.41237113402061853,260,225,130,295,47.82781617427248,110,0.2857142857142857,-5.0,8700,9000,109.27903146554151,54.848065524326174,173.46938775510208,242.85714285714286,Large,7.109374999999999,0.967032967032967,Slow
Kecleon,Normal,,3.0,60,90,70,60,120,40,440,1.0,22.0,https://img.pokemondb.net/sprites/home/normal/2x/kecleon.jpg,1.2857142857142858,0.5,0.5,220,180,150,190,28.047578623950173,80,0.2727272727272727,-30.0,4200,7200,79.58114415792782,59.999999999999986,22.0,22.0,Medium,6.467970330411329,0.8807339449541285,Slow
Rufflet,Normal,Flying,5.0,70,83,50,37,50,60,350,0.5,10.5,https://img.pokemondb.net/sprites/home/normal/2x/rufflet.jpg,1.66,0.74,1.0344827586206897,203,87,120,100,16.378848148348734,46,0.23714285714285716,-13.0,3500,3500,55.934447104069825,56.90411703968487,42.0,21.0,Small,4.951575501295867,0.9669421487603306,Average
Gallade,Psychic,Fighting,4.0,68,125,65,65,115,80,518,1.6,52.0,https://img.pokemondb.net/sprites/home/normal/2x/gallade.jpg,1.9230769230769231,0.5652173913043478,0.9132420091324202,258,180,190,180,26.84523545560118,60,0.2413127413127413,-10.0,4420,7820,79.8068255876931,86.62391053409026,20.312499999999996,32.5,Medium,7.0145833333333325,0.989010989010989,Fast
Meowstic,Psychic,,6.0,74,48,76,83,81,104,466,0.6,8.5,https://img.pokemondb.net/sprites/home/normal/2x/meowstic.jpg,0.631578947368421,1.0246913580246915,1.43646408839779,198,164,131,157,18.05177738248139,56,0.22317596566523606,-21.0,5624,5994,76.94435739434843,74.55055649828547,23.61111111111111,14.166666666666668,Small,6.458766458766459,0.9833333333333333,Very Fast
Golisopod,Bug,Water,7.0,75,125,140,60,90,40,530,2.0,108.0,https://img.pokemondb.net/sprites/home/normal/2x/golisopod.jpg,0.8928571428571429,0.6666666666666666,0.40816326530612246,340,150,185,230,38.297084310253524,100,0.2641509433962264,-15.0,10500,6750,98.13198930565767,66.94329500821694,27.0,54.0,Large,7.094022701922445,0.9705882352941176,Slow
Delphox,Fire,Psychic,6.0,75,69,72,114,100,104,534,1.5,39.0,https://img.pokemondb.net/sprites/home/normal/2x/delphox.jpg,0.9583333333333334,1.14,1.2093023255813953,216,214,183,172,19.266551326067674,45,0.21348314606741572,-10.0,5400,7500,81.43252849784717,93.5252965193158,17.333333333333332,26.0,Medium,7.401247401247402,0.9833333333333333,Very Fast
