Name,Primary_Type,Secondary_Type,Generation,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Total,Height(m),Weight(kg),Image URL,RGB_Mean,RGB_Std,RGB_Max,RGB_Min,LBP_Mean,LBP_Std,LBP_Max,LBP_Min,CNN_Mean,CNN_Std,CNN_Max,CNN_Min
Shieldon,Rock,Steel,4.0,30,42,118,42,88,30,350,0.5,57.0,https://img.pokemondb.net/sprites/home/normal/2x/shieldon.jpg,0.001953125,0.026467757,0.5845947,0.0,0.11111111110626756,0.11510381972492913,0.33783783782311083,0.010462074977747949,1.6229801,3.0679193,36.007786,0.0
Sunflora,Grass,,2.0,75,75,55,105,85,30,425,0.8,8.5,https://img.pokemondb.net/sprites/home/normal/2x/sunflora.jpg,0.001953125,0.033636156,0.7596283,0.0,0.11111111110565111,0.10291459994548027,0.29140049138617197,0.008353808353397846,0.8373436,2.4849513,34.63394,0.0
Remoraid,Water,,2.0,35,65,35,65,35,65,300,0.6,12.0,https://img.pokemondb.net/sprites/home/normal/2x/remoraid.jpg,0.001953125,0.034177348,0.7702179,0.0,0.11111111110534509,0.10862496065506701,0.30098598856767067,0.006227296315193186,1.4811997,3.2084022,40.46608,0.0
Kadabra,Psychic,,1.0,40,35,30,120,70,105,400,1.3,56.5,https://img.pokemondb.net/sprites/home/normal/2x/kadabra.jpg,0.001953125,0.032307204,0.7280884,0.0,0.11111111110689596,0.10100715751702262,0.2792109256343243,0.011380880120964307,1.6503303,3.6752093,35.113758,0.0
Spinda,Normal,,3.0,60,60,60,60,60,60,360,1.1,5.0,https://img.pokemondb.net/sprites/home/normal/2x/spinda.jpg,0.001953125,0.032049056,0.7204437,0.0,0.111111111107196,0.11187454413117605,0.3484848484725693,0.016913319238304678,1.5427074,4.3131537,51.511154,0.0
Nickit,Dark,,8.0,40,28,28,47,52,50,245,0.6,8.9,https://img.pokemondb.net/sprites/home/normal/2x/nickit.jpg,0.001953125,0.032664068,0.7349243,0.0,0.11111111110677761,0.10320242276010481,0.29251170045661035,0.014820592823134924,1.8036935,3.639924,36.68533,0.0
Starly,Normal,Flying,4.0,40,55,30,30,30,60,245,0.3,2.0,https://img.pokemondb.net/sprites/home/normal/2x/starly.jpg,0.001953125,0.033453315,0.7536621,0.0,0.11111111110663445,0.10820400327681942,0.3525382755700025,0.011684125704605797,1.4196355,3.0123131,38.098995,0.0
Nosepass,Rock,,3.0,30,45,135,45,90,30,375,1.0,97.0,https://img.pokemondb.net/sprites/home/normal/2x/nosepass.jpg,0.001953125,0.024990458,0.5466156,0.0,0.11111111110660722,0.11777471544844316,0.31738954194092467,0.006080259424155645,1.556026,3.3648322,40.093307,0.0
Whismur,Normal,,3.0,64,51,23,51,23,28,240,0.6,16.3,https://img.pokemondb.net/sprites/home/normal/2x/whismur.jpg,0.001953125,0.029854007,0.66622925,0.0,0.11111111110588483,0.12736587594388854,0.41110065849430383,0.004233301975341801,1.6436613,3.7955396,42.522995,0.0
Togetic,Fairy,Flying,2.0,55,40,85,80,105,40,405,0.6,3.2,https://img.pokemondb.net/sprites/home/normal/2x/togetic.jpg,0.001953125,0.038006593,0.857254,0.0,0.11111111110219368,0.10872955571667478,0.31701444620248675,0.009630818618809725,1.3107717,3.009261,33.352715,0.0
Shelmet,Bug,,5.0,50,40,85,40,65,25,305,0.4,7.7,https://img.pokemondb.net/sprites/home/normal/2x/shelmet.jpg,0.001953125,0.029557927,0.6634674,0.0,0.11111111110648728,0.1175178152268924,0.32875572200046793,0.012068248022801988,1.8768501,3.554801,33.49419,0.0
Growlithe,Fire,,1.0,55,70,45,70,50,60,350,0.7,19.0,https://img.pokemondb.net/sprites/home/normal/2x/growlithe.jpg,0.001953125,0.03058427,0.68463135,0.0,0.11111111110675212,0.1112550839812029,0.31071008237305964,0.01059238917180885,1.7894862,3.404975,37.325115,0.0
Wailmer,Water,,3.0,130,70,35,70,35,60,400,2.0,130.0,https://img.pokemondb.net/sprites/home/normal/2x/wailmer.jpg,0.001953125,0.032001566,0.72016907,0.0,0.11111111110526008,0.10885638394719137,0.29857819903640975,0.011058451816163325,1.3773489,3.2419639,44.115643,0.0
Totodile,Water,,2.0,50,65,64,44,48,43,314,0.6,9.5,https://img.pokemondb.net/sprites/home/normal/2x/totodile.jpg,0.001953125,0.034696408,0.78463745,0.0,0.11111111110547953,0.11266699900509919,0.33198175365778093,0.010643689811928855,1.405719,2.870311,33.326958,0.0
Charjabug,Bug,Electric,7.0,57,82,95,55,75,36,400,0.5,10.5,https://img.pokemondb.net/sprites/home/normal/2x/charjabug.jpg,0.001953125,0.030131495,0.67474365,0.0,0.11111111110592144,0.11384401947032198,0.34423166742904104,0.0032695002333830224,1.403951,2.9966428,33.193634,0.0
Persian,Normal,,1.0,65,70,60,65,65,115,440,1.0,32.0,https://img.pokemondb.net/sprites/home/normal/2x/persian.jpg,0.001953125,0.032468703,0.73002625,0.0,0.11111111110578205,0.11577433871259586,0.36690647480254646,0.006235011990108633,1.4898164,3.2261856,35.2306,0.0
Clauncher,Water,,6.0,50,53,62,58,63,44,330,0.5,8.3,https://img.pokemondb.net/sprites/home/normal/2x/clauncher.jpg,0.001953125,0.036926415,0.8354645,0.0,0.11111111110421407,0.10963774704959033,0.3531967721692615,0.008690254499770933,0.9051434,2.100909,25.489773,0.0
Glimmora,Rock,Poison,9.0,83,55,90,130,81,86,525,1.5,45.0,https://img.pokemondb.net/sprites/scarlet-violet/normal/glimmora.png,0.001953125,0.03789662,0.8564606,0.0,0.11111111108669108,0.13564834493631117,0.428571428477237,0.004395604394638328,0.9005811,2.4246287,23.681469,0.0
Frogadier,Water,,6.0,54,63,52,83,56,97,405,0.6,10.9,https://img.pokemondb.net/sprites/home/normal/2x/frogadier.jpg,0.001953125,0.035505433,0.8034973,0.0,0.11111111110617942,0.1060422904562389,0.3195739014505294,0.00887705281807026,1.5538601,3.1586857,33.738132,0.0
Araquanid,Water,Bug,7.0,68,70,92,50,132,42,454,1.8,82.0,https://img.pokemondb.net/sprites/home/normal/2x/araquanid.jpg,0.001953125,0.030057568,0.67596436,0.0,0.11111111110674696,0.10783165348533061,0.2937941869483977,0.007069913589667325,1.6544409,3.3357863,37.930798,0.0
Palafin,Water,,9.0,100,70,72,53,62,100,457,1.3,60.2,https://img.pokemondb.net/sprites/scarlet-violet/normal/palafin.png,0.001953125,0.039791685,0.90063477,0.0,0.11111111108502869,0.13582606702435474,0.4460093895666644,0.00234741783982455,1.1283233,2.446752,26.027292,0.0
Seismitoad,Water,Ground,5.0,105,95,75,85,75,74,509,1.5,62.0,https://img.pokemondb.net/sprites/home/normal/2x/seismitoad.jpg,0.001953125,0.025575722,0.56817627,0.0,0.11111111110754415,0.10860884940406615,0.3207062600218072,0.010914927768509955,1.6525517,3.596277,33.83818,0.0
Tinkaton,Fairy,Steel,9.0,85,75,77,70,105,94,506,0.7,112.8,https://img.pokemondb.net/sprites/scarlet-violet/normal/tinkaton.png,0.001953125,0.026380187,0.5852661,0.0,0.11111111110379636,0.1411054507418727,0.4634628044461183,0.003949967083347599,1.4465913,3.2154815,36.910995,0.0
Crawdaunt,Water,Dark,3.0,63,120,85,90,55,55,468,1.1,32.8,https://img.pokemondb.net/sprites/home/normal/2x/crawdaunt.jpg,0.001953125,0.02941506,0.6609497,0.0,0.11111111110796171,0.10892470282177667,0.34353741495624895,0.013321995464475002,1.3512559,3.2225676,33.936176,0.0
Budew,Grass,Poison,4.0,40,30,35,50,70,55,280,0.2,1.2,https://img.pokemondb.net/sprites/home/normal/2x/budew.jpg,0.001953125,0.033190027,0.7490387,0.0,0.11111111110489336,0.11295211892336185,0.29938444318414187,0.006155567990701982,1.0136334,3.1418386,40.143665,0.0
Froakie,Water,,6.0,41,56,40,62,44,71,314,0.3,7.0,https://img.pokemondb.net/sprites/home/normal/2x/froakie.jpg,0.001953125,0.030770773,0.6936798,0.0,0.11111111110764754,0.10588955398068121,0.3095386533569346,0.00966334164558406,1.8768337,4.445288,42.698822,0.0
Mandibuzz,Dark,Flying,5.0,110,65,105,55,95,80,510,1.2,39.5,https://img.pokemondb.net/sprites/home/normal/2x/mandibuzz.jpg,0.001953125,0.030368755,0.6850586,0.0,0.11111111110669142,0.10740773439671572,0.3038981702345307,0.01153540174974004,1.4235102,2.7310433,30.154888,0.0
Solosis,Psychic,,5.0,45,30,40,105,50,20,290,0.3,1.0,https://img.pokemondb.net/sprites/home/normal/2x/solosis.jpg,0.001953125,0.026374863,0.57066345,0.0,0.11111111110564303,0.1329697286885362,0.42814960627814225,0.002952755905366498,0.8365375,2.5130236,33.18433,0.0
Nidoking,Poison,Ground,1.0,81,102,77,85,75,85,505,1.4,62.0,https://img.pokemondb.net/sprites/home/normal/2x/nidoking.jpg,0.001953125,0.028596982,0.6402893,0.0,0.11111111110741727,0.10490413668807985,0.3021941489261239,0.008976063829488828,1.7524335,3.4273608,30.685251,0.0
Bellsprout,Grass,Poison,1.0,50,75,35,70,30,40,300,0.7,4.0,https://img.pokemondb.net/sprites/home/normal/2x/bellsprout.jpg,0.001953125,0.036186885,0.81744385,0.0,0.11111111110434016,0.10550978706229391,0.30712979888439185,0.014015843996708358,1.4156772,3.2568672,33.23887,0.0
Popplio,Water,,7.0,50,54,54,66,56,40,320,0.4,7.5,https://img.pokemondb.net/sprites/home/normal/2x/popplio.jpg,0.001953125,0.03252663,0.7327423,0.0,0.11111111110703366,0.10643618700718349,0.29688073393405945,0.00990825688037034,1.1026042,3.041107,33.982506,0.0
Wo-Chien,Dark,Grass,9.0,85,85,100,95,135,70,570,1.5,74.2,https://img.pokemondb.net/sprites/scarlet-violet/normal/wo-chien.png,0.001953125,0.032259215,0.7238617,0.0,0.11111111110260988,0.11305233155460417,0.33282325934714435,0.004590665646167508,1.3626907,2.3940861,22.948257,0.0
Mesprit,Psychic,,4.0,80,105,105,105,105,80,580,0.3,0.3,https://img.pokemondb.net/sprites/home/normal/2x/mesprit.jpg,0.001953125,0.0357601,0.80822754,0.0,0.11111111110443377,0.10718268589033417,0.30709134613539113,0.009615384614806767,1.2011292,2.8508313,36.745464,0.0
Mamoswine,Ice,Ground,4.0,110,130,80,70,60,80,530,2.5,291.0,https://img.pokemondb.net/sprites/home/normal/2x/mamoswine.jpg,0.001953125,0.02511051,0.5548096,0.0,0.1111111111077553,0.1097006258768173,0.3086680761006141,0.011174871639650412,2.2587328,4.088527,35.41312,0.0
Sinistea,Ghost,,8.0,40,45,45,74,54,50,308,0.1,0.2,https://img.pokemondb.net/sprites/home/normal/2x/sinistea.jpg,0.001953125,0.03372653,0.7631073,0.0,0.11111111110576666,0.1043178552897873,0.28234728233370143,0.012025012024433622,1.4160614,3.2805607,42.33903,0.0
Dhelmise,Ghost,Grass,7.0,70,131,100,86,90,40,517,3.9,210.0,https://img.pokemondb.net/sprites/home/normal/2x/dhelmise.jpg,0.001953125,0.029653072,0.6676941,0.0,0.111111111107921,0.10239963933629863,0.30634510478592175,0.010048808498132392,1.4147099,3.1228106,28.46937,0.0
Surskit,Bug,Water,3.0,40,30,32,50,52,65,269,0.5,1.7,https://img.pokemondb.net/sprites/home/normal/2x/surskit.jpg,0.001953125,0.040812552,0.92437744,0.0,0.11111111110191316,0.11230228562766274,0.32615894037035104,0.009933774833614753,1.1732113,2.6914003,33.90165,0.0
Keldeo,Water,Fighting,5.0,91,72,90,129,90,108,580,1.4,48.5,https://img.pokemondb.net/sprites/home/normal/2x/keldeo.jpg,0.001953125,0.031086585,0.7022705,0.0,0.11111111110723965,0.10540508905343499,0.28745644598301545,0.007665505226213746,1.7087269,3.5183315,36.42118,0.0
Oranguru,Normal,Psychic,7.0,90,60,80,90,110,60,490,1.5,76.0,https://img.pokemondb.net/sprites/home/normal/2x/oranguru.jpg,0.001953125,0.030805541,0.6939392,0.0,0.11111111110759271,0.10665472617744041,0.3530715642700104,0.013299556681022813,1.8017845,3.3283143,29.655771,0.0
Amaura,Rock,Ice,6.0,77,59,50,67,63,46,362,1.3,25.2,https://img.pokemondb.net/sprites/home/normal/2x/amaura.jpg,0.001953125,0.035571024,0.80329895,0.0,0.11111111110349554,0.11038074288700676,0.2892392049150624,0.006168608635629293,1.6021208,3.4384835,34.898643,0.0
Cresselia,Psychic,,4.0,120,70,110,75,120,85,580,1.5,85.6,https://img.pokemondb.net/sprites/home/normal/2x/cresselia.jpg,0.001953125,0.03748497,0.8484192,0.0,0.11111111110508556,0.12881241271652735,0.41648590019433374,0.007049891539747837,1.2377943,2.6980202,34.10522,0.0
Weedle,Bug,Poison,1.0,40,35,30,20,20,50,195,0.3,3.2,https://img.pokemondb.net/sprites/home/normal/2x/weedle.jpg,0.001953125,0.035419445,0.8004303,0.0,0.11111111110353189,0.10380879495938919,0.30081855386761125,0.010231923600939158,1.5397112,3.6252093,38.248028,0.0
Sableye,Dark,Ghost,3.0,50,75,75,65,65,50,380,0.5,11.0,https://img.pokemondb.net/sprites/home/normal/2x/sableye.jpg,0.001953125,0.035838183,0.8096771,0.0,0.11111111110513418,0.10947596869616638,0.360946745542714,0.010758472296355112,1.4328723,3.4132879,33.006645,0.0
Ponyta,Fire,,1.0,50,85,55,65,65,90,410,1.0,30.0,https://img.pokemondb.net/sprites/home/normal/2x/ponyta.jpg,0.001953125,0.031726804,0.7149353,0.0,0.111111111105147,0.10852406738157236,0.2968330649330739,0.009125067095591783,1.6200994,3.2121837,34.570053,0.0
Scolipede,Bug,Poison,5.0,60,100,89,55,69,112,485,2.5,200.5,https://img.pokemondb.net/sprites/home/normal/2x/scolipede.jpg,0.001953125,0.031452272,0.7092438,0.0,0.11111111110722884,0.10711521692390286,0.3340321453412288,0.010482180293134795,1.2098498,3.0384622,36.643272,0.0
Ferroseed,Grass,Steel,5.0,44,50,91,24,86,10,305,0.6,18.8,https://img.pokemondb.net/sprites/home/normal/2x/ferroseed.jpg,0.001953125,0.03283624,0.7403717,0.0,0.1111111111064911,0.11339368176213344,0.3729729729574648,0.011642411641927551,1.6417632,3.5880687,35.608425,0.0
Ting-Lu,Dark,Ground,9.0,155,110,125,55,80,45,570,2.7,699.7,https://img.pokemondb.net/sprites/scarlet-violet/normal/ting-lu.png,0.001953125,0.032932654,0.7418213,0.0,0.11111111109973842,0.13182210039231598,0.42374616167617746,0.0010235414533241003,1.3625625,2.5235717,25.877052,0.0
Mr. Mime,Psychic,Fairy,1.0,40,45,65,100,120,90,460,1.3,54.5,https://img.pokemondb.net/sprites/home/normal/2x/mr-mime.jpg,0.001953125,0.032007094,0.7228241,0.0,0.11111111110772669,0.10864092447669481,0.318001827587024,0.008833384099639557,1.71334,3.8825169,43.604134,0.0
Quaxly,Water,,9.0,55,65,45,50,45,50,310,0.5,6.1,https://img.pokemondb.net/sprites/scarlet-violet/normal/quaxly.png,0.001953125,0.040999588,0.9283905,0.0,0.11111111107526879,0.12197654489622801,0.38709677406867843,0.00967741935171696,0.7056731,2.182878,24.926424,0.0
Gabite,Dragon,Ground,4.0,68,90,65,50,55,82,410,1.4,56.0,https://img.pokemondb.net/sprites/home/normal/2x/gabite.jpg,0.001953125,0.02969012,0.66645813,0.0,0.11111111110694027,0.10674427284110022,0.3130630630513115,0.005630630630419271,1.7292557,3.48351,37.542046,0.0
Golbat,Poison,Flying,1.0,75,80,70,65,75,90,455,1.6,55.0,https://img.pokemondb.net/sprites/home/normal/2x/golbat.jpg,0.001953125,0.0293242,0.6515503,0.0,0.11111111110698672,0.11044831301399881,0.3069784706641805,0.008908685968488914,1.6794989,3.269544,30.79646,0.0
Fraxure,Dragon,,5.0,66,117,70,40,50,67,410,1.0,36.0,https://img.pokemondb.net/sprites/home/normal/2x/fraxure.jpg,0.001953125,0.028907,0.6526947,0.0,0.11111111110711719,0.10737720137864219,0.2943925233539039,0.010064701653124921,2.210421,4.348132,40.693413,0.0
Corsola,Water,Rock,2.0,65,55,95,65,95,35,410,0.6,5.0,https://img.pokemondb.net/sprites/home/normal/2x/corsola.jpg,0.001953125,0.032669596,0.73005676,0.0,0.11111111110578203,0.14050420446815817,0.47194244602053037,0.007194244603971499,1.5150913,3.0988007,33.188488,0.0
Lotad,Water,Grass,3.0,40,30,30,40,50,30,220,0.5,2.6,https://img.pokemondb.net/sprites/home/normal/2x/lotad.jpg,0.001953125,0.026236827,0.57099915,0.0,0.11111111110671068,0.11808875815422315,0.36910891087647096,0.0075247524749495155,1.2445437,2.9866571,43.840565,0.0
Suicune,Water,,2.0,100,75,115,90,115,85,580,2.0,187.0,https://img.pokemondb.net/sprites/home/normal/2x/suicune.jpg,0.001953125,0.031182624,0.70410156,0.0,0.11111111110719046,0.10630169522241156,0.30416372617134213,0.012350035285379321,1.5226502,3.114635,37.004658,0.0
Unfezant,Normal,Flying,5.0,80,115,80,65,55,93,488,1.2,29.0,https://img.pokemondb.net/sprites/home/normal/2x/unfezant.jpg,0.001953125,0.0347219,0.78456116,0.0,0.11111111110613302,0.10262606171073077,0.3046594981942357,0.00896057347630105,1.383642,2.943892,34.281853,0.0
Pelipper,Water,Flying,3.0,60,50,100,95,70,65,440,1.2,28.0,https://img.pokemondb.net/sprites/home/normal/2x/pelipper.jpg,0.001953125,0.030105578,0.6759949,0.0,0.11111111110709987,0.12045418809967906,0.3747292418637282,0.005415162454678153,1.7796566,3.4661224,41.6633,0.0
Toedscruel,Ground,Grass,9.0,80,70,65,80,120,100,515,1.9,58.0,https://img.pokemondb.net/sprites/scarlet-violet/normal/toedscruel.png,0.001953125,0.039199024,0.88690186,0.0,0.1111111110906109,0.12570755124636526,0.4040590405158563,0.009225092249220463,1.0027505,2.4518938,29.051739,0.0
Dwebble,Bug,Rock,5.0,50,65,85,35,35,55,325,0.3,14.5,https://img.pokemondb.net/sprites/home/normal/2x/dwebble.jpg,0.001953125,0.0316878,0.7137146,0.0,0.11111111110587496,0.11413457882957606,0.33176248820302723,0.006597549481310201,2.017924,4.2147193,32.50897,0.0
Marshadow,Fighting,Ghost,7.0,90,125,80,90,90,125,600,0.7,22.2,https://img.pokemondb.net/sprites/home/normal/2x/marshadow.jpg,0.001953125,0.034759425,0.7805481,0.0,0.1111111111047619,0.10205013612688754,0.2834285714123755,0.01371428571350204,1.4343848,3.2715826,37.746616,0.0
Frigibax,Dragon,Ice,9.0,65,75,45,35,45,55,320,0.5,17.0,https://img.pokemondb.net/sprites/scarlet-violet/normal/frigibax.png,0.001953125,0.040900942,0.9262543,0.0,0.11111111108091785,0.12194629301162972,0.3885869564161448,0.008152173910828214,1.0847278,2.943292,27.75855,0.0
Arceus,Normal,,4.0,120,120,120,120,120,120,720,3.2,320.0,https://img.pokemondb.net/sprites/home/normal/2x/arceus.jpg,0.001953125,0.036519077,0.826004,0.0,0.1111111111054966,0.10215522658596501,0.2956038403084586,0.008590197068792814,1.5327036,3.3457146,29.194073,0.0
Lickilicky,Normal,,4.0,110,85,95,80,95,50,515,1.7,140.0,https://img.pokemondb.net/sprites/home/normal/2x/lickilicky.jpg,0.001953125,0.029113341,0.64945984,0.0,0.11111111110613303,0.10639756085003654,0.29704301073937983,0.008064516128670944,1.5612231,3.132905,38.105648,0.0
Lechonk,Normal,,9.0,54,45,40,35,45,35,254,0.5,10.2,https://img.pokemondb.net/sprites/scarlet-violet/normal/lechonk.png,0.001953125,0.041231208,0.93356323,0.0,0.11111111106259097,0.14538724936027395,0.48471615699357373,0.0,0.6082774,1.6805288,21.81,0.0
Kingambit,Dark,Steel,9.0,100,135,120,60,85,50,550,2.0,120.0,https://img.pokemondb.net/sprites/scarlet-violet/normal/kingambit.png,0.001953125,0.035514943,0.8011017,0.0,0.1111111110990861,0.11990161136497153,0.38311688307542024,0.008658008657071644,1.6884725,3.3632863,31.833708,0.0
Jynx,Ice,Psychic,1.0,65,50,35,115,95,95,455,1.4,40.6,https://img.pokemondb.net/sprites/home/normal/2x/jynx.jpg,0.001953125,0.02767868,0.62060547,0.0,0.11111111110762255,0.1063264526471807,0.3375196232233118,0.016640502354265604,1.2911615,2.920609,34.673004,0.0
Raichu,Electric,,1.0,60,90,55,90,80,110,485,0.8,30.0,https://img.pokemondb.net/sprites/home/normal/2x/raichu.jpg,0.001953125,0.035445184,0.8016205,0.0,0.11111111110616184,0.10366964005151214,0.2868596881832134,0.014253897549476442,1.6153806,3.7815046,38.29784,0.0
Dodrio,Normal,Flying,1.0,60,110,70,60,60,110,470,1.8,85.2,https://img.pokemondb.net/sprites/home/normal/2x/dodrio.jpg,0.001953125,0.03475329,0.78622437,0.0,0.11111111110675724,0.11026402713476031,0.32523510970512404,0.009404388714365032,2.7236862,5.4224787,48.93633,0.0
Floragato,Grass,,9.0,61,80,63,60,63,83,410,0.9,12.2,https://img.pokemondb.net/sprites/scarlet-violet/normal/floragato.png,0.001953125,0.040488444,0.91682434,0.0,0.11111111108716475,0.1289470915706727,0.41163793094576767,0.008620689653314506,0.65249085,1.7408732,25.20901,0.0
Bergmite,Ice,,6.0,55,69,85,32,35,28,304,1.0,99.5,https://img.pokemondb.net/sprites/home/normal/2x/bergmite.jpg,0.001953125,0.03163731,0.70799255,0.0,0.11111111110640501,0.11365775621531524,0.32570944513656463,0.00720033883916983,1.2912856,3.271817,38.547775,0.0
Carnivine,Grass,,4.0,74,100,72,90,72,46,454,1.4,27.0,https://img.pokemondb.net/sprites/home/normal/2x/carnivine.jpg,0.001953125,0.03375151,0.76304626,0.0,0.11111111110652544,0.10868501356726938,0.34750309532201806,0.01155592240975832,0.97916794,2.8691626,40.87393,0.0
Probopass,Rock,Steel,4.0,60,55,145,75,150,40,525,1.4,340.0,https://img.pokemondb.net/sprites/home/normal/2x/probopass.jpg,0.001953125,0.024084462,0.5361023,0.0,0.11111111110661634,0.10292002052459136,0.28155339804686275,0.008090614886404102,1.7115263,3.513838,39.713013,0.0
Kecleon,Normal,,3.0,60,90,70,60,120,40,440,1.0,22.0,https://img.pokemondb.net/sprites/home/normal/2x/kecleon.jpg,0.001953125,0.030342571,0.68055725,0.0,0.11111111110569107,0.10857279083255322,0.3136585365700655,0.007317073170374777,1.1448991,2.873131,33.358875,0.0
Rufflet,Normal,Flying,5.0,70,83,50,37,50,60,350,0.5,10.5,https://img.pokemondb.net/sprites/home/normal/2x/rufflet.jpg,0.001953125,0.034044694,0.76768494,0.0,0.11111111110579734,0.10340288261156093,0.315638450487057,0.011956001912388523,1.0864933,2.492274,33.345837,0.0
Gallade,Psychic,Fighting,4.0,68,125,65,65,115,80,518,1.6,52.0,https://img.pokemondb.net/sprites/home/normal/2x/gallade.jpg,0.001953125,0.03852637,0.871994,0.0,0.11111111110424392,0.09780506384313185,0.2713226205023904,0.01236093943063282,1.3479234,3.1314588,44.421757,0.0
Meowstic,Psychic,,6.0,74,48,76,83,81,104,466,0.6,8.5,https://img.pokemondb.net/sprites/home/normal/2x/meowstic.jpg,0.001953125,0.03257131,0.7265167,0.0,0.11111111110743194,0.11301448536848527,0.35364238409425025,0.009602649006304548,1.0983303,2.8115232,35.21799,0.0
Golisopod,Bug,Water,7.0,75,125,140,60,90,40,530,2.0,108.0,https://img.pokemondb.net/sprites/home/normal/2x/golisopod.jpg,0.001953125,0.03177342,0.71520996,0.0,0.11111111110750944,0.10197199254369398,0.32285251214512634,0.017179902754710537,1.3561896,2.616197,27.804617,0.0
Delphox,Fire,Psychic,6.0,75,69,72,114,100,104,534,1.5,39.0,https://img.pokemondb.net/sprites/home/normal/2x/delphox.jpg,0.001953125,0.033778384,0.76338196,0.0,0.11111111110668086,0.10066131477286398,0.28668261561855335,0.013157894736317469,1.5088166,3.375238,32.955185,0.0
Tirtouga,Water,Rock,5.0,54,78,103,53,45,22,355,0.7,16.5,https://img.pokemondb.net/sprites/home/normal/2x/tirtouga.jpg,0.001953125,0.036888104,0.8341522,0.0,0.1111111111033411,0.10865193913679069,0.34685314682889135,0.012587412586532348,1.1557841,2.9132304,39.355877,0.0
Litwick,Ghost,Fire,5.0,50,30,55,65,55,20,275,0.3,3.1,https://img.pokemondb.net/sprites/home/normal/2x/litwick.jpg,0.001953125,0.037627947,0.84988403,0.0,0.1111111111034746,0.11800864964073014,0.3532646047867172,0.006872852233204615,1.0211378,2.5904493,31.769485,0.0
Copperajah,Steel,,8.0,122,130,69,80,69,30,500,3.0,650.0,https://img.pokemondb.net/sprites/home/normal/2x/copperajah.jpg,0.001953125,0.021681847,0.4581604,0.0,0.1111111111087113,0.11404474495382122,0.35464362850205955,0.01036717062612598,1.9107573,3.8392081,39.121365,0.0
Rhyhorn,Ground,Rock,1.0,80,85,95,30,30,25,345,1.0,115.0,https://img.pokemondb.net/sprites/home/normal/2x/rhyhorn.jpg,0.001953125,0.025491813,0.5558624,0.0,0.11111111110686375,0.11139146354091463,0.3165137614557908,0.004587155963127402,1.4652593,3.147406,26.555527,0.0
Darumaka,Fire,,5.0,70,90,45,15,45,50,315,0.6,37.5,https://img.pokemondb.net/sprites/home/normal/2x/darumaka.jpg,0.001953125,0.027504556,0.6153412,0.0,0.11111111110768282,0.10800227626966022,0.3122493057601898,0.006479481641268761,2.273589,4.7266912,40.586998,0.0
Boltund,Electric,,8.0,69,90,60,90,60,121,490,1.0,34.0,https://img.pokemondb.net/sprites/home/normal/2x/boltund.jpg,0.001953125,0.03650893,0.82606506,0.0,0.11111111110481943,0.10150591764213822,0.2785956964734657,0.009626274065140075,1.5165677,3.068838,37.844227,0.0
Shelgon,Dragon,,3.0,65,95,100,60,50,50,420,1.1,110.5,https://img.pokemondb.net/sprites/home/normal/2x/shelgon.jpg,0.001953125,0.027935583,0.6150818,0.0,0.11111111110642288,0.12614771475142095,0.3966244725571045,0.008438818565044776,1.848511,3.767152,38.456955,0.0
Tapu Lele,Psychic,Fairy,7.0,70,85,75,130,115,95,570,1.2,18.6,https://img.pokemondb.net/sprites/home/normal/2x/tapu-lele.jpg,0.001953125,0.03231087,0.7301636,0.0,0.11111111110704111,0.11371160181466344,0.3652014651880879,0.012820512820043206,1.2264347,2.9640079,40.92445,0.0
Pawniard,Dark,Steel,5.0,45,85,70,40,40,60,340,0.5,10.2,https://img.pokemondb.net/sprites/home/normal/2x/pawniard.jpg,0.001953125,0.03796686,0.8596039,0.0,0.11111111110544217,0.10345750628348074,0.3015306122295137,0.017346938774625155,1.7621752,3.8876395,39.127525,0.0
Porygon-Z,Normal,,4.0,85,80,70,135,75,90,535,0.9,34.0,https://img.pokemondb.net/sprites/home/normal/2x/porygon-z.jpg,0.001953125,0.035068907,0.7921753,0.0,0.11111111110520094,0.11056253214309422,0.3446808510454957,0.009042553191008374,1.3351643,4.044387,41.582966,0.0
Sneasler,Fighting,Poison,8.0,80,130,60,40,80,120,510,1.3,43.0,https://img.pokemondb.net/sprites/home/normal/2x/sneasler.jpg,0.001953125,0.03530531,0.7986145,0.0,0.11111111110638902,0.10890607590594532,0.31619209518418223,0.004674883127723125,1.6331197,3.2758713,36.701027,0.0
Grapploct,Fighting,,8.0,80,118,90,70,80,42,480,1.6,39.0,https://img.pokemondb.net/sprites/home/normal/2x/grapploct.jpg,0.001953125,0.027365476,0.6087036,0.0,0.11111111110769022,0.11506611388514058,0.3771551724021812,0.013238916255750034,1.5348399,3.6230652,39.433506,0.0
Wiglett,Water,,9.0,10,55,25,35,25,95,245,1.2,1.8,https://img.pokemondb.net/sprites/scarlet-violet/normal/wiglett.png,0.001953125,0.042221412,0.9561615,0.0,0.11111111105137396,0.13809752572724854,0.4247311825673488,0.0,0.7831124,1.8817215,21.626938,0.0
Swirlix,Fairy,,6.0,62,48,66,59,57,49,341,0.4,3.5,https://img.pokemondb.net/sprites/home/normal/2x/swirlix.jpg,0.001953125,0.03838201,0.8667908,0.0,0.11111111110388672,0.12924350100645765,0.413524057190278,0.0065019505847527985,1.1765254,3.0067906,32.78002,0.0
