Number,Name,Type,Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Generation,Image URL,Height,Weight
0306,Aggron,Steel,630,70,140,230,60,80,50,3.0,https://img.pokemondb.net/sprites/home/normal/2x/aggron.jpg,2.1,360.0
0307,Meditite,Fighting Psychic,280,30,40,55,40,55,60,3.0,https://img.pokemondb.net/sprites/home/normal/2x/meditite.jpg,0.6,11.2
0308,Medicham,Fighting Psychic,410,60,60,75,60,75,80,3.0,https://img.pokemondb.net/sprites/home/normal/2x/medicham.jpg,1.3,31.5
0308,Medicham,Fighting Psychic,510,60,100,85,80,85,100,3.0,https://img.pokemondb.net/sprites/home/normal/2x/medicham.jpg,1.3,31.5
0309,Electrike,Electric,295,40,45,40,65,40,65,3.0,https://img.pokemondb.net/sprites/home/normal/2x/electrike.jpg,0.6,15.2
0310,Manectric,Electric,475,70,75,60,105,60,105,3.0,https://img.pokemondb.net/sprites/home/normal/2x/manectric.jpg,1.5,40.2
0310,Manectric,Electric,575,70,75,80,135,80,135,3.0,https://img.pokemondb.net/sprites/home/normal/2x/manectric.jpg,1.5,40.2
0311,Plusle,Electric,405,60,50,40,85,75,95,3.0,https://img.pokemondb.net/sprites/home/normal/2x/plusle.jpg,0.4,4.2
0312,Minun,Electric,405,60,40,50,75,85,95,3.0,https://img.pokemondb.net/sprites/home/normal/2x/minun.jpg,0.4,4.2
0313,Volbeat,Bug,430,65,73,75,47,85,85,3.0,https://img.pokemondb.net/sprites/home/normal/2x/volbeat.jpg,0.7,17.7
0314,Illumise,Bug,430,65,47,75,73,85,85,3.0,https://img.pokemondb.net/sprites/home/normal/2x/illumise.jpg,0.6,17.7
0315,Roselia,Grass Poison,400,50,60,45,100,80,65,3.0,https://img.pokemondb.net/sprites/home/normal/2x/roselia.jpg,0.3,2.0
0316,Gulpin,Poison,302,70,43,53,43,53,40,3.0,https://img.pokemondb.net/sprites/home/normal/2x/gulpin.jpg,0.4,10.3
0317,Swalot,Poison,467,100,73,83,73,83,55,3.0,https://img.pokemondb.net/sprites/home/normal/2x/swalot.jpg,1.7,80.0
0318,Carvanha,Water Dark,305,45,90,20,65,20,65,3.0,https://img.pokemondb.net/sprites/home/normal/2x/carvanha.jpg,0.8,20.8
0319,Sharpedo,Water Dark,460,70,120,40,95,40,95,3.0,https://img.pokemondb.net/sprites/home/normal/2x/sharpedo.jpg,1.8,88.8
0319,Sharpedo,Water Dark,560,70,140,70,110,65,105,3.0,https://img.pokemondb.net/sprites/home/normal/2x/sharpedo.jpg,1.8,88.8
0320,Wailmer,Water,400,130,70,35,70,35,60,3.0,https://img.pokemondb.net/sprites/home/normal/2x/wailmer.jpg,2.0,130.0
0321,Wailord,Water,500,170,90,45,90,45,60,3.0,https://img.pokemondb.net/sprites/home/normal/2x/wailord.jpg,14.5,398.0
0322,Numel,Fire Ground,305,60,60,40,65,45,35,3.0,https://img.pokemondb.net/sprites/home/normal/2x/numel.jpg,0.7,24.0
0323,Camerupt,Fire Ground,460,70,100,70,105,75,40,3.0,https://img.pokemondb.net/sprites/home/normal/2x/camerupt.jpg,1.9,220.0
0323,Camerupt,Fire Ground,560,70,120,100,145,105,20,3.0,https://img.pokemondb.net/sprites/home/normal/2x/camerupt.jpg,1.9,220.0
0324,Torkoal,Fire,470,70,85,140,85,70,20,3.0,https://img.pokemondb.net/sprites/home/normal/2x/torkoal.jpg,0.5,80.4
0325,Spoink,Psychic,330,60,25,35,70,80,60,3.0,https://img.pokemondb.net/sprites/home/normal/2x/spoink.jpg,0.7,30.6
0326,Grumpig,Psychic,470,80,45,65,90,110,80,3.0,https://img.pokemondb.net/sprites/home/normal/2x/grumpig.jpg,0.9,71.5
0327,Spinda,Normal,360,60,60,60,60,60,60,3.0,https://img.pokemondb.net/sprites/home/normal/2x/spinda.jpg,1.1,5.0
0328,Trapinch,Ground,290,45,100,45,45,45,10,3.0,https://img.pokemondb.net/sprites/home/normal/2x/trapinch.jpg,0.7,15.0
0329,Vibrava,Ground Dragon,340,50,70,50,50,50,70,3.0,https://img.pokemondb.net/sprites/home/normal/2x/vibrava.jpg,1.1,15.3
0330,Flygon,Ground Dragon,520,80,100,80,80,80,100,3.0,https://img.pokemondb.net/sprites/home/normal/2x/flygon.jpg,2.0,82.0
0331,Cacnea,Grass,335,50,85,40,85,40,35,3.0,https://img.pokemondb.net/sprites/home/normal/2x/cacnea.jpg,0.4,51.3
0332,Cacturne,Grass Dark,475,70,115,60,115,60,55,3.0,https://img.pokemondb.net/sprites/home/normal/2x/cacturne.jpg,1.3,77.4
0333,Swablu,Normal Flying,310,45,40,60,40,75,50,3.0,https://img.pokemondb.net/sprites/home/normal/2x/swablu.jpg,0.4,1.2
0334,Altaria,Dragon Flying,490,75,70,90,70,105,80,3.0,https://img.pokemondb.net/sprites/home/normal/2x/altaria.jpg,1.1,20.6
0334,Altaria,Dragon Fairy,590,75,110,110,110,105,80,3.0,https://img.pokemondb.net/sprites/home/normal/2x/altaria.jpg,1.1,20.6
0335,Zangoose,Normal,458,73,115,60,60,60,90,3.0,https://img.pokemondb.net/sprites/home/normal/2x/zangoose.jpg,1.3,40.3
0336,Seviper,Poison,458,73,100,60,100,60,65,3.0,https://img.pokemondb.net/sprites/home/normal/2x/seviper.jpg,2.7,52.5
0337,Lunatone,Rock Psychic,460,90,55,65,95,85,70,3.0,https://img.pokemondb.net/sprites/home/normal/2x/lunatone.jpg,1.0,168.0
0338,Solrock,Rock Psychic,460,90,95,85,55,65,70,3.0,https://img.pokemondb.net/sprites/home/normal/2x/solrock.jpg,1.2,154.0
0339,Barboach,Water Ground,288,50,48,43,46,41,60,3.0,https://img.pokemondb.net/sprites/home/normal/2x/barboach.jpg,0.4,1.9
0340,Whiscash,Water Ground,468,110,78,73,76,71,60,3.0,https://img.pokemondb.net/sprites/home/normal/2x/whiscash.jpg,0.9,23.6
0341,Corphish,Water,308,43,80,65,50,35,35,3.0,https://img.pokemondb.net/sprites/home/normal/2x/corphish.jpg,0.6,11.5
0342,Crawdaunt,Water Dark,468,63,120,85,90,55,55,3.0,https://img.pokemondb.net/sprites/home/normal/2x/crawdaunt.jpg,1.1,32.8
0343,Baltoy,Ground Psychic,300,40,40,55,40,70,55,3.0,https://img.pokemondb.net/sprites/home/normal/2x/baltoy.jpg,0.5,21.5
0344,Claydol,Ground Psychic,500,60,70,105,70,120,75,3.0,https://img.pokemondb.net/sprites/home/normal/2x/claydol.jpg,1.5,108.0
0345,Lileep,Rock Grass,355,66,41,77,61,87,23,3.0,https://img.pokemondb.net/sprites/home/normal/2x/lileep.jpg,1.0,23.8
0346,Cradily,Rock Grass,495,86,81,97,81,107,43,3.0,https://img.pokemondb.net/sprites/home/normal/2x/cradily.jpg,1.5,60.4
0347,Anorith,Rock Bug,355,45,95,50,40,50,75,3.0,https://img.pokemondb.net/sprites/home/normal/2x/anorith.jpg,0.7,12.5
0348,Armaldo,Rock Bug,495,75,125,100,70,80,45,3.0,https://img.pokemondb.net/sprites/home/normal/2x/armaldo.jpg,1.5,68.2
0349,Feebas,Water,200,20,15,20,10,55,80,3.0,https://img.pokemondb.net/sprites/home/normal/2x/feebas.jpg,0.6,7.4
0350,Milotic,Water,540,95,60,79,100,125,81,3.0,https://img.pokemondb.net/sprites/home/normal/2x/milotic.jpg,6.2,162.0
0351,Castform,Normal,420,70,70,70,70,70,70,3.0,https://img.pokemondb.net/sprites/home/normal/2x/castform.jpg,0.3,0.8
0351,Castform,Fire,420,70,70,70,70,70,70,3.0,https://img.pokemondb.net/sprites/home/normal/2x/castform.jpg,0.3,0.8
0351,Castform,Water,420,70,70,70,70,70,70,3.0,https://img.pokemondb.net/sprites/home/normal/2x/castform.jpg,0.3,0.8
0351,Castform,Ice,420,70,70,70,70,70,70,3.0,https://img.pokemondb.net/sprites/home/normal/2x/castform.jpg,0.3,0.8
0352,Kecleon,Normal,440,60,90,70,60,120,40,3.0,https://img.pokemondb.net/sprites/home/normal/2x/kecleon.jpg,1.0,22.0
0353,Shuppet,Ghost,295,44,75,35,63,33,45,3.0,https://img.pokemondb.net/sprites/home/normal/2x/shuppet.jpg,0.6,2.3
0354,Banette,Ghost,455,64,115,65,83,63,65,3.0,https://img.pokemondb.net/sprites/home/normal/2x/banette.jpg,1.1,12.5
0354,Banette,Ghost,555,64,165,75,93,83,75,3.0,https://img.pokemondb.net/sprites/home/normal/2x/banette.jpg,1.1,12.5
0355,Duskull,Ghost,295,20,40,90,30,90,25,3.0,https://img.pokemondb.net/sprites/home/normal/2x/duskull.jpg,0.8,15.0
0356,Dusclops,Ghost,455,40,70,130,60,130,25,3.0,https://img.pokemondb.net/sprites/home/normal/2x/dusclops.jpg,1.6,30.6
0357,Tropius,Grass Flying,460,99,68,83,72,87,51,3.0,https://img.pokemondb.net/sprites/home/normal/2x/tropius.jpg,2.0,100.0
0358,Chimecho,Psychic,455,75,50,80,95,90,65,3.0,https://img.pokemondb.net/sprites/home/normal/2x/chimecho.jpg,0.6,1.0
0359,Absol,Dark,465,65,130,60,75,60,75,3.0,https://img.pokemondb.net/sprites/home/normal/2x/absol.jpg,1.2,47.0
0359,Absol,Dark,565,65,150,60,115,60,115,3.0,https://img.pokemondb.net/sprites/home/normal/2x/absol.jpg,1.2,47.0
0360,Wynaut,Psychic,260,95,23,48,23,48,23,3.0,https://img.pokemondb.net/sprites/home/normal/2x/wynaut.jpg,0.6,14.0
0361,Snorunt,Ice,300,50,50,50,50,50,50,3.0,https://img.pokemondb.net/sprites/home/normal/2x/snorunt.jpg,0.7,16.8
0362,Glalie,Ice,480,80,80,80,80,80,80,3.0,https://img.pokemondb.net/sprites/home/normal/2x/glalie.jpg,1.5,256.5
0362,Glalie,Ice,580,80,120,80,120,80,100,3.0,https://img.pokemondb.net/sprites/home/normal/2x/glalie.jpg,1.5,256.5
0363,Spheal,Ice Water,290,70,40,50,55,50,25,3.0,https://img.pokemondb.net/sprites/home/normal/2x/spheal.jpg,0.8,39.5
0364,Sealeo,Ice Water,410,90,60,70,75,70,45,3.0,https://img.pokemondb.net/sprites/home/normal/2x/sealeo.jpg,1.1,87.6
0365,Walrein,Ice Water,530,110,80,90,95,90,65,3.0,https://img.pokemondb.net/sprites/home/normal/2x/walrein.jpg,1.4,150.6
0366,Clamperl,Water,345,35,64,85,74,55,32,3.0,https://img.pokemondb.net/sprites/home/normal/2x/clamperl.jpg,0.4,52.5
0367,Huntail,Water,485,55,104,105,94,75,52,3.0,https://img.pokemondb.net/sprites/home/normal/2x/huntail.jpg,1.7,27.0
0368,Gorebyss,Water,485,55,84,105,114,75,52,3.0,https://img.pokemondb.net/sprites/home/normal/2x/gorebyss.jpg,1.8,22.6
0369,Relicanth,Water Rock,485,100,90,130,45,65,55,3.0,https://img.pokemondb.net/sprites/home/normal/2x/relicanth.jpg,1.0,23.4
0370,Luvdisc,Water,330,43,30,55,40,65,97,3.0,https://img.pokemondb.net/sprites/home/normal/2x/luvdisc.jpg,0.6,8.7
0371,Bagon,Dragon,300,45,75,60,40,30,50,3.0,https://img.pokemondb.net/sprites/home/normal/2x/bagon.jpg,0.6,42.1
0372,Shelgon,Dragon,420,65,95,100,60,50,50,3.0,https://img.pokemondb.net/sprites/home/normal/2x/shelgon.jpg,1.1,110.5
0373,Salamence,Dragon Flying,600,95,135,80,110,80,100,3.0,https://img.pokemondb.net/sprites/home/normal/2x/salamence.jpg,1.5,102.6
0373,Salamence,Dragon Flying,700,95,145,130,120,90,120,3.0,https://img.pokemondb.net/sprites/home/normal/2x/salamence.jpg,1.5,102.6
0374,Beldum,Steel Psychic,300,40,55,80,35,60,30,3.0,https://img.pokemondb.net/sprites/home/normal/2x/beldum.jpg,0.6,95.2
0375,Metang,Steel Psychic,420,60,75,100,55,80,50,3.0,https://img.pokemondb.net/sprites/home/normal/2x/metang.jpg,1.2,202.5
0376,Metagross,Steel Psychic,600,80,135,130,95,90,70,3.0,https://img.pokemondb.net/sprites/home/normal/2x/metagross.jpg,1.6,550.0
0376,Metagross,Steel Psychic,700,80,145,150,105,110,110,3.0,https://img.pokemondb.net/sprites/home/normal/2x/metagross.jpg,1.6,550.0
0377,Regirock,Rock,580,80,100,200,50,100,50,3.0,https://img.pokemondb.net/sprites/home/normal/2x/regirock.jpg,1.7,230.0
0378,Regice,Ice,580,80,50,100,100,200,50,3.0,https://img.pokemondb.net/sprites/home/normal/2x/regice.jpg,1.8,175.0
0379,Registeel,Steel,580,80,75,150,75,150,50,3.0,https://img.pokemondb.net/sprites/home/normal/2x/registeel.jpg,1.9,205.0
0380,Latias,Dragon Psychic,600,80,80,90,110,130,110,3.0,https://img.pokemondb.net/sprites/home/normal/2x/latias.jpg,1.4,40.0
0380,Latias,Dragon Psychic,700,80,100,120,140,150,110,3.0,https://img.pokemondb.net/sprites/home/normal/2x/latias.jpg,1.4,40.0
0381,Latios,Dragon Psychic,600,80,90,80,130,110,110,3.0,https://img.pokemondb.net/sprites/home/normal/2x/latios.jpg,2.0,60.0
0381,Latios,Dragon Psychic,700,80,130,100,160,120,110,3.0,https://img.pokemondb.net/sprites/home/normal/2x/latios.jpg,2.0,60.0
0382,Kyogre,Water,670,100,100,90,150,140,90,3.0,https://img.pokemondb.net/sprites/home/normal/2x/kyogre.jpg,4.5,352.0
0382,Kyogre,Water,770,100,150,90,180,160,90,3.0,https://img.pokemondb.net/sprites/home/normal/2x/kyogre.jpg,4.5,352.0
0383,Groudon,Ground,670,100,150,140,100,90,90,3.0,https://img.pokemondb.net/sprites/home/normal/2x/groudon.jpg,3.5,950.0
0383,Groudon,Ground Fire,770,100,180,160,150,90,90,3.0,https://img.pokemondb.net/sprites/home/normal/2x/groudon.jpg,3.5,950.0
0384,Rayquaza,Dragon Flying,680,105,150,90,150,90,95,3.0,https://img.pokemondb.net/sprites/home/normal/2x/rayquaza.jpg,7.0,206.5
0384,Rayquaza,Dragon Flying,780,105,180,100,180,100,115,3.0,https://img.pokemondb.net/sprites/home/normal/2x/rayquaza.jpg,7.0,206.5
0385,Jirachi,Steel Psychic,600,100,100,100,100,100,100,3.0,https://img.pokemondb.net/sprites/home/normal/2x/jirachi.jpg,0.3,1.1
0386,Deoxys,Psychic,600,50,150,50,150,50,150,3.0,https://img.pokemondb.net/sprites/home/normal/2x/deoxys.jpg,1.7,60.8
0386,Deoxys,Psychic,600,50,180,20,180,20,150,3.0,https://img.pokemondb.net/sprites/home/normal/2x/deoxys.jpg,1.7,60.8
0386,Deoxys,Psychic,600,50,70,160,70,160,90,3.0,https://img.pokemondb.net/sprites/home/normal/2x/deoxys.jpg,1.7,60.8
0386,Deoxys,Psychic,600,50,95,90,95,90,180,3.0,https://img.pokemondb.net/sprites/home/normal/2x/deoxys.jpg,1.7,60.8
0387,Turtwig,Grass,318,55,68,64,45,55,31,4.0,https://img.pokemondb.net/sprites/home/normal/2x/turtwig.jpg,0.4,10.2
0388,Grotle,Grass,405,75,89,85,55,65,36,4.0,https://img.pokemondb.net/sprites/home/normal/2x/grotle.jpg,1.1,97.0
0389,Torterra,Grass Ground,525,95,109,105,75,85,56,4.0,https://img.pokemondb.net/sprites/home/normal/2x/torterra.jpg,2.2,310.0
0390,Chimchar,Fire,309,44,58,44,58,44,61,4.0,https://img.pokemondb.net/sprites/home/normal/2x/chimchar.jpg,0.5,6.2
0391,Monferno,Fire Fighting,405,64,78,52,78,52,81,4.0,https://img.pokemondb.net/sprites/home/normal/2x/monferno.jpg,0.9,22.0
0392,Infernape,Fire Fighting,534,76,104,71,104,71,108,4.0,https://img.pokemondb.net/sprites/home/normal/2x/infernape.jpg,1.2,55.0
0393,Piplup,Water,314,53,51,53,61,56,40,4.0,https://img.pokemondb.net/sprites/home/normal/2x/piplup.jpg,0.4,5.2
0394,Prinplup,Water,405,64,66,68,81,76,50,4.0,https://img.pokemondb.net/sprites/home/normal/2x/prinplup.jpg,0.8,23.0
0395,Empoleon,Water Steel,530,84,86,88,111,101,60,4.0,https://img.pokemondb.net/sprites/home/normal/2x/empoleon.jpg,1.7,84.5
0396,Starly,Normal Flying,245,40,55,30,30,30,60,4.0,https://img.pokemondb.net/sprites/home/normal/2x/starly.jpg,0.3,2.0
0397,Staravia,Normal Flying,340,55,75,50,40,40,80,4.0,https://img.pokemondb.net/sprites/home/normal/2x/staravia.jpg,0.6,15.5
0398,Staraptor,Normal Flying,485,85,120,70,50,60,100,4.0,https://img.pokemondb.net/sprites/home/normal/2x/staraptor.jpg,1.2,24.9
0399,Bidoof,Normal,250,59,45,40,35,40,31,4.0,https://img.pokemondb.net/sprites/home/normal/2x/bidoof.jpg,0.5,20.0
0400,Bibarel,Normal Water,410,79,85,60,55,60,71,4.0,https://img.pokemondb.net/sprites/home/normal/2x/bibarel.jpg,1.0,31.5
0401,Kricketot,Bug,194,37,25,41,25,41,25,4.0,https://img.pokemondb.net/sprites/home/normal/2x/kricketot.jpg,0.3,2.2
0402,Kricketune,Bug,384,77,85,51,55,51,65,4.0,https://img.pokemondb.net/sprites/home/normal/2x/kricketune.jpg,1.0,25.5
0403,Shinx,Electric,263,45,65,34,40,34,45,4.0,https://img.pokemondb.net/sprites/home/normal/2x/shinx.jpg,0.5,9.5
0404,Luxio,Electric,363,60,85,49,60,49,60,4.0,https://img.pokemondb.net/sprites/home/normal/2x/luxio.jpg,0.9,30.5
0405,Luxray,Electric,523,80,120,79,95,79,70,4.0,https://img.pokemondb.net/sprites/home/normal/2x/luxray.jpg,1.4,42.0
0406,Budew,Grass Poison,280,40,30,35,50,70,55,4.0,https://img.pokemondb.net/sprites/home/normal/2x/budew.jpg,0.2,1.2
0407,Roserade,Grass Poison,515,60,70,65,125,105,90,4.0,https://img.pokemondb.net/sprites/home/normal/2x/roserade.jpg,0.9,14.5
0408,Cranidos,Rock,350,67,125,40,30,30,58,4.0,https://img.pokemondb.net/sprites/home/normal/2x/cranidos.jpg,0.9,31.5
0409,Rampardos,Rock,495,97,165,60,65,50,58,4.0,https://img.pokemondb.net/sprites/home/normal/2x/rampardos.jpg,1.6,102.5
0410,Shieldon,Rock Steel,350,30,42,118,42,88,30,4.0,https://img.pokemondb.net/sprites/home/normal/2x/shieldon.jpg,0.5,57.0
0411,Bastiodon,Rock Steel,495,60,52,168,47,138,30,4.0,https://img.pokemondb.net/sprites/home/normal/2x/bastiodon.jpg,1.3,149.5
0412,Burmy,Bug,224,40,29,45,29,45,36,4.0,https://img.pokemondb.net/sprites/home/normal/2x/burmy.jpg,0.2,3.4
0412,Burmy,Bug,224,40,29,45,29,45,36,4.0,https://img.pokemondb.net/sprites/home/normal/2x/burmy.jpg,0.2,3.4
0412,Burmy,Bug,224,40,29,45,29,45,36,4.0,https://img.pokemondb.net/sprites/home/normal/2x/burmy.jpg,0.2,3.4
0413,Wormadam,Bug Grass,424,60,59,85,79,105,36,4.0,https://img.pokemondb.net/sprites/home/normal/2x/wormadam.jpg,0.5,6.5
0413,Wormadam,Bug Ground,424,60,79,105,59,85,36,4.0,https://img.pokemondb.net/sprites/home/normal/2x/wormadam.jpg,0.5,6.5
0413,Wormadam,Bug Steel,424,60,69,95,69,95,36,4.0,https://img.pokemondb.net/sprites/home/normal/2x/wormadam.jpg,0.5,6.5
0414,Mothim,Bug Flying,424,70,94,50,94,50,66,4.0,https://img.pokemondb.net/sprites/home/normal/2x/mothim.jpg,0.9,23.3
0415,Combee,Bug Flying,244,30,30,42,30,42,70,4.0,https://img.pokemondb.net/sprites/home/normal/2x/combee.jpg,0.3,5.5
0416,Vespiquen,Bug Flying,474,70,80,102,80,102,40,4.0,https://img.pokemondb.net/sprites/home/normal/2x/vespiquen.jpg,1.2,38.5
0417,Pachirisu,Electric,405,60,45,70,45,90,95,4.0,https://img.pokemondb.net/sprites/home/normal/2x/pachirisu.jpg,0.4,3.9
0418,Buizel,Water,330,55,65,35,60,30,85,4.0,https://img.pokemondb.net/sprites/home/normal/2x/buizel.jpg,0.7,29.5
0419,Floatzel,Water,495,85,105,55,85,50,115,4.0,https://img.pokemondb.net/sprites/home/normal/2x/floatzel.jpg,1.1,33.5
0420,Cherubi,Grass,275,45,35,45,62,53,35,4.0,https://img.pokemondb.net/sprites/home/normal/2x/cherubi.jpg,0.4,3.3
0421,Cherrim,Grass,450,70,60,70,87,78,85,4.0,https://img.pokemondb.net/sprites/home/normal/2x/cherrim.jpg,0.5,9.3
0422,Shellos,Water,325,76,48,48,57,62,34,4.0,https://img.pokemondb.net/sprites/home/normal/2x/shellos.jpg,0.3,6.3
0423,Gastrodon,Water Ground,475,111,83,68,92,82,39,4.0,https://img.pokemondb.net/sprites/home/normal/2x/gastrodon.jpg,0.9,29.9
0424,Ambipom,Normal,482,75,100,66,60,66,115,4.0,https://img.pokemondb.net/sprites/home/normal/2x/ambipom.jpg,1.2,20.3
0425,Drifloon,Ghost Flying,348,90,50,34,60,44,70,4.0,https://img.pokemondb.net/sprites/home/normal/2x/drifloon.jpg,0.4,1.2
0426,Drifblim,Ghost Flying,498,150,80,44,90,54,80,4.0,https://img.pokemondb.net/sprites/home/normal/2x/drifblim.jpg,1.2,15.0
0427,Buneary,Normal,350,55,66,44,44,56,85,4.0,https://img.pokemondb.net/sprites/home/normal/2x/buneary.jpg,0.4,5.5
0428,Lopunny,Normal,480,65,76,84,54,96,105,4.0,https://img.pokemondb.net/sprites/home/normal/2x/lopunny.jpg,1.2,33.3
0428,Lopunny,Normal Fighting,580,65,136,94,54,96,135,4.0,https://img.pokemondb.net/sprites/home/normal/2x/lopunny.jpg,1.2,33.3
0429,Mismagius,Ghost,495,60,60,60,105,105,105,4.0,https://img.pokemondb.net/sprites/home/normal/2x/mismagius.jpg,0.9,4.4
0430,Honchkrow,Dark Flying,505,100,125,52,105,52,71,4.0,https://img.pokemondb.net/sprites/home/normal/2x/honchkrow.jpg,0.9,27.3
0431,Glameow,Normal,310,49,55,42,42,37,85,4.0,https://img.pokemondb.net/sprites/home/normal/2x/glameow.jpg,0.5,3.9
0432,Purugly,Normal,452,71,82,64,64,59,112,4.0,https://img.pokemondb.net/sprites/home/normal/2x/purugly.jpg,1.0,43.8
0433,Chingling,Psychic,285,45,30,50,65,50,45,4.0,https://img.pokemondb.net/sprites/home/normal/2x/chingling.jpg,0.2,0.6
0434,Stunky,Poison Dark,329,63,63,47,41,41,74,4.0,https://img.pokemondb.net/sprites/home/normal/2x/stunky.jpg,0.4,19.2
0435,Skuntank,Poison Dark,479,103,93,67,71,61,84,4.0,https://img.pokemondb.net/sprites/home/normal/2x/skuntank.jpg,1.0,38.0
0436,Bronzor,Steel Psychic,300,57,24,86,24,86,23,4.0,https://img.pokemondb.net/sprites/home/normal/2x/bronzor.jpg,0.5,60.5
0437,Bronzong,Steel Psychic,500,67,89,116,79,116,33,4.0,https://img.pokemondb.net/sprites/home/normal/2x/bronzong.jpg,1.3,187.0
0438,Bonsly,Rock,290,50,80,95,10,45,10,4.0,https://img.pokemondb.net/sprites/home/normal/2x/bonsly.jpg,0.5,15.0
0439,Mime Jr.,Psychic Fairy,310,20,25,45,70,90,60,4.0,https://img.pokemondb.net/sprites/home/normal/2x/mime-jr.jpg,Unknown,Unknown
0440,Happiny,Normal,220,100,5,5,15,65,30,4.0,https://img.pokemondb.net/sprites/home/normal/2x/happiny.jpg,0.6,24.4
0441,Chatot,Normal Flying,411,76,65,45,92,42,91,4.0,https://img.pokemondb.net/sprites/home/normal/2x/chatot.jpg,0.5,1.9
0442,Spiritomb,Ghost Dark,485,50,92,108,92,108,35,4.0,https://img.pokemondb.net/sprites/home/normal/2x/spiritomb.jpg,1.0,108.0
0443,Gible,Dragon Ground,300,58,70,45,40,45,42,4.0,https://img.pokemondb.net/sprites/home/normal/2x/gible.jpg,0.7,20.5
0444,Gabite,Dragon Ground,410,68,90,65,50,55,82,4.0,https://img.pokemondb.net/sprites/home/normal/2x/gabite.jpg,1.4,56.0
0445,Garchomp,Dragon Ground,600,108,130,95,80,85,102,4.0,https://img.pokemondb.net/sprites/home/normal/2x/garchomp.jpg,1.9,95.0
0445,Garchomp,Dragon Ground,700,108,170,115,120,95,92,4.0,https://img.pokemondb.net/sprites/home/normal/2x/garchomp.jpg,1.9,95.0
0446,Munchlax,Normal,390,135,85,40,40,85,5,4.0,https://img.pokemondb.net/sprites/home/normal/2x/munchlax.jpg,0.6,105.0
0447,Riolu,Fighting,285,40,70,40,35,40,60,4.0,https://img.pokemondb.net/sprites/home/normal/2x/riolu.jpg,0.7,20.2
0448,Lucario,Fighting Steel,525,70,110,70,115,70,90,4.0,https://img.pokemondb.net/sprites/home/normal/2x/lucario.jpg,1.2,54.0
0448,Lucario,Fighting Steel,625,70,145,88,140,70,112,4.0,https://img.pokemondb.net/sprites/home/normal/2x/lucario.jpg,1.2,54.0
0449,Hippopotas,Ground,330,68,72,78,38,42,32,4.0,https://img.pokemondb.net/sprites/home/normal/2x/hippopotas.jpg,0.8,49.5
0450,Hippowdon,Ground,525,108,112,118,68,72,47,4.0,https://img.pokemondb.net/sprites/home/normal/2x/hippowdon.jpg,2.0,300.0
0451,Skorupi,Poison Bug,330,40,50,90,30,55,65,4.0,https://img.pokemondb.net/sprites/home/normal/2x/skorupi.jpg,0.8,12.0
0452,Drapion,Poison Dark,500,70,90,110,60,75,95,4.0,https://img.pokemondb.net/sprites/home/normal/2x/drapion.jpg,1.3,61.5
0453,Croagunk,Poison Fighting,300,48,61,40,61,40,50,4.0,https://img.pokemondb.net/sprites/home/normal/2x/croagunk.jpg,0.7,23.0
0454,Toxicroak,Poison Fighting,490,83,106,65,86,65,85,4.0,https://img.pokemondb.net/sprites/home/normal/2x/toxicroak.jpg,1.3,44.4
0455,Carnivine,Grass,454,74,100,72,90,72,46,4.0,https://img.pokemondb.net/sprites/home/normal/2x/carnivine.jpg,1.4,27.0
0456,Finneon,Water,330,49,49,56,49,61,66,4.0,https://img.pokemondb.net/sprites/home/normal/2x/finneon.jpg,0.4,7.0
0457,Lumineon,Water,460,69,69,76,69,86,91,4.0,https://img.pokemondb.net/sprites/home/normal/2x/lumineon.jpg,1.2,24.0
0458,Mantyke,Water Flying,345,45,20,50,60,120,50,4.0,https://img.pokemondb.net/sprites/home/normal/2x/mantyke.jpg,1.0,65.0
0459,Snover,Grass Ice,334,60,62,50,62,60,40,4.0,https://img.pokemondb.net/sprites/home/normal/2x/snover.jpg,1.0,50.5
0460,Abomasnow,Grass Ice,494,90,92,75,92,85,60,4.0,https://img.pokemondb.net/sprites/home/normal/2x/abomasnow.jpg,2.2,135.5
0460,Abomasnow,Grass Ice,594,90,132,105,132,105,30,4.0,https://img.pokemondb.net/sprites/home/normal/2x/abomasnow.jpg,2.2,135.5
0461,Weavile,Dark Ice,510,70,120,65,45,85,125,4.0,https://img.pokemondb.net/sprites/home/normal/2x/weavile.jpg,1.1,34.0
0462,Magnezone,Electric Steel,535,70,70,115,130,90,60,4.0,https://img.pokemondb.net/sprites/home/normal/2x/magnezone.jpg,1.2,180.0
0463,Lickilicky,Normal,515,110,85,95,80,95,50,4.0,https://img.pokemondb.net/sprites/home/normal/2x/lickilicky.jpg,1.7,140.0
0464,Rhyperior,Ground Rock,535,115,140,130,55,55,40,4.0,https://img.pokemondb.net/sprites/home/normal/2x/rhyperior.jpg,2.4,282.8
0465,Tangrowth,Grass,535,100,100,125,110,50,50,4.0,https://img.pokemondb.net/sprites/home/normal/2x/tangrowth.jpg,2.0,128.6
0466,Electivire,Electric,540,75,123,67,95,85,95,4.0,https://img.pokemondb.net/sprites/home/normal/2x/electivire.jpg,1.8,138.6
0467,Magmortar,Fire,540,75,95,67,125,95,83,4.0,https://img.pokemondb.net/sprites/home/normal/2x/magmortar.jpg,1.6,68.0
