Name,Generation,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Total,Height(m),Weight(kg),Image URL,Stat_Total,Physical_Ratio,Special_Ratio,Offensive_Ratio,Defensive_Ratio,Speed_Ratio,BMI,Is_Single_Type,Primary_Bug,Primary_Dark,Primary_Dragon,Primary_Electric,Primary_Fairy,Primary_Fighting,Primary_Fire,Primary_Flying,Primary_Ghost,Primary_Grass,Primary_Ground,Primary_Ice,Primary_Normal,Primary_Poison,Primary_Psychic,Primary_Rock,Primary_Steel,Primary_Water,Secondary_Bug,Secondary_Dark,Secondary_Dragon,Secondary_Electric,Secondary_Fairy,Secondary_Fighting,Secondary_Fire,Secondary_Flying,Secondary_Ghost,Secondary_Grass,Secondary_Ground,Secondary_Ice,Secondary_Normal,Secondary_Poison,Secondary_Psychic,Secondary_Rock,Secondary_Steel,Secondary_Water,Is_Early_Gen,Highest_Stat,Stat_Spread
Raging Bolt,9.0,125,73,91,137,89,75,590,5.2,480.0,https://img.pokemondb.net/sprites/scarlet-violet/normal/raging-bolt.png,590,0.27796610169491526,0.38305084745762713,0.3559322033898305,0.3050847457627119,0.1271186440677966,17.751479289940825,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,Sp. Atk,26.583202716502512
Buizel,4.0,55,65,35,60,30,85,330,0.7,29.5,https://img.pokemondb.net/sprites/home/normal/2x/buizel.jpg,330,0.30303030303030304,0.2727272727272727,0.3787878787878788,0.19696969696969696,0.25757575757575757,60.20408163265307,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,Speed,20.248456731316587
Beartic,5.0,95,130,80,70,80,50,505,2.6,260.0,https://img.pokemondb.net/sprites/home/normal/2x/beartic.jpg,505,0.4158415841584158,0.297029702970297,0.39603960396039606,0.31683168316831684,0.09900990099009901,38.46153846153846,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,Attack,26.910344974872892
Bisharp,5.0,65,125,100,60,70,70,490,1.6,70.0,https://img.pokemondb.net/sprites/home/normal/2x/bisharp.jpg,490,0.45918367346938777,0.2653061224489796,0.37755102040816324,0.3469387755102041,0.14285714285714285,27.343749999999996,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,Attack,25.429641497014202
Goodra,6.0,90,100,70,110,150,80,600,2.0,150.5,https://img.pokemondb.net/sprites/home/normal/2x/goodra.jpg,600,0.2833333333333333,0.43333333333333335,0.35,0.36666666666666664,0.13333333333333333,37.625,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,Sp. Def,28.284271247461902
Spinda,3.0,60,60,60,60,60,60,360,1.1,5.0,https://img.pokemondb.net/sprites/home/normal/2x/spinda.jpg,360,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.16666666666666666,4.132231404958677,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,HP,0.0
Regice,3.0,80,50,100,100,200,50,580,1.8,175.0,https://img.pokemondb.net/sprites/home/normal/2x/regice.jpg,580,0.25862068965517243,0.5172413793103449,0.25862068965517243,0.5172413793103449,0.08620689655172414,54.01234567901234,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,Sp. Def,55.37749241945383
Naganadel,7.0,73,73,73,127,73,121,540,3.6,150.0,https://img.pokemondb.net/sprites/home/normal/2x/naganadel.jpg,540,0.27037037037037037,0.37037037037037035,0.37037037037037035,0.27037037037037037,0.22407407407407406,11.574074074074073,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,Sp. Atk,26.404545063303022
Uxie,4.0,75,75,130,75,130,95,580,0.3,0.3,https://img.pokemondb.net/sprites/home/normal/2x/uxie.jpg,580,0.35344827586206895,0.35344827586206895,0.25862068965517243,0.4482758620689655,0.16379310344827586,3.3333333333333335,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,Defense,26.95675549220764
Seaking,1.0,80,92,65,65,80,68,450,1.3,39.0,https://img.pokemondb.net/sprites/home/normal/2x/seaking.jpg,450,0.3488888888888889,0.32222222222222224,0.3488888888888889,0.32222222222222224,0.1511111111111111,23.076923076923073,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,Attack,10.844353369380768
Totodile,2.0,50,65,64,44,48,43,314,0.6,9.5,https://img.pokemondb.net/sprites/home/normal/2x/totodile.jpg,314,0.410828025477707,0.2929936305732484,0.3471337579617834,0.35668789808917195,0.13694267515923567,26.38888888888889,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,Attack,9.77070451229934
Cradily,3.0,86,81,97,81,107,43,495,1.5,60.4,https://img.pokemondb.net/sprites/home/normal/2x/cradily.jpg,495,0.3595959595959596,0.3797979797979798,0.32727272727272727,0.4121212121212121,0.08686868686868687,26.844444444444445,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1,Sp. Def,21.85177338341216
Heatmor,5.0,85,97,66,105,66,65,484,1.4,58.0,https://img.pokemondb.net/sprites/home/normal/2x/heatmor.jpg,484,0.3367768595041322,0.35330578512396693,0.41735537190082644,0.2727272727272727,0.13429752066115702,29.59183673469388,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,Sp. Atk,17.625738755203045
Rapidash,1.0,65,100,70,80,80,105,500,1.7,95.0,https://img.pokemondb.net/sprites/home/normal/2x/rapidash.jpg,500,0.34,0.32,0.36,0.3,0.21,32.871972318339104,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,Speed,16.02081978759722
Ariados,2.0,70,90,70,60,70,40,400,1.1,33.5,https://img.pokemondb.net/sprites/home/normal/2x/ariados.jpg,400,0.4,0.325,0.375,0.35,0.1,27.685950413223136,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,Attack,16.329931618554518
Munkidori,9.0,88,75,66,130,90,106,555,1.0,12.2,https://img.pokemondb.net/sprites/scarlet-violet/normal/munkidori.png,555,0.25405405405405407,0.3963963963963964,0.36936936936936937,0.2810810810810811,0.19099099099099098,12.2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,Sp. Atk,22.90633100258529
Corvisquire,8.0,68,67,55,43,55,77,365,0.8,16.0,https://img.pokemondb.net/sprites/home/normal/2x/corvisquire.jpg,365,0.33424657534246577,0.2684931506849315,0.3013698630136986,0.3013698630136986,0.21095890410958903,24.999999999999996,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,Speed,12.139467313958495
Floragato,9.0,61,80,63,60,63,83,410,0.9,12.2,https://img.pokemondb.net/sprites/scarlet-violet/normal/floragato.png,410,0.348780487804878,0.3,0.34146341463414637,0.3073170731707317,0.20243902439024392,15.061728395061726,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,Speed,10.30857248442609
Cinderace,8.0,80,116,75,65,75,119,530,1.4,33.0,https://img.pokemondb.net/sprites/home/normal/2x/cinderace.jpg,530,0.360377358490566,0.2641509433962264,0.34150943396226413,0.2830188679245283,0.22452830188679246,16.836734693877553,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,Speed,23.131508093219228
Dubwool,8.0,72,80,100,60,90,88,490,1.3,43.0,https://img.pokemondb.net/sprites/home/normal/2x/dubwool.jpg,490,0.3673469387755102,0.30612244897959184,0.2857142857142857,0.3877551020408163,0.17959183673469387,25.44378698224852,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,Defense,14.22204861005146
Tyrantrum,6.0,82,121,119,69,59,71,521,2.5,270.0,https://img.pokemondb.net/sprites/home/normal/2x/tyrantrum.jpg,521,0.46065259117082535,0.2456813819577735,0.3646833013435701,0.3416506717850288,0.1362763915547025,43.2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,Attack,26.716411934739043
Inteleon,8.0,70,85,65,125,65,120,530,1.9,45.2,https://img.pokemondb.net/sprites/home/normal/2x/inteleon.jpg,530,0.2830188679245283,0.3584905660377358,0.39622641509433965,0.24528301886792453,0.22641509433962265,12.5207756232687,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,Sp. Atk,27.507574714370346
Bastiodon,4.0,60,52,168,47,138,30,495,1.3,149.5,https://img.pokemondb.net/sprites/home/normal/2x/bastiodon.jpg,495,0.4444444444444444,0.37373737373737376,0.2,0.6181818181818182,0.06060606060606061,88.46153846153845,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,Defense,56.29120712864488
Gurdurr,5.0,85,105,85,40,50,40,405,1.2,40.0,https://img.pokemondb.net/sprites/home/normal/2x/gurdurr.jpg,405,0.4691358024691358,0.2222222222222222,0.35802469135802467,0.3333333333333333,0.09876543209876543,27.77777777777778,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,Attack,27.703790354390136
Krokorok,5.0,60,82,45,45,45,74,351,1.0,33.4,https://img.pokemondb.net/sprites/home/normal/2x/krokorok.jpg,351,0.36182336182336183,0.2564102564102564,0.36182336182336183,0.2564102564102564,0.21082621082621084,33.4,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,Attack,16.37986568931504
Nidoking,1.0,81,102,77,85,75,85,505,1.4,62.0,https://img.pokemondb.net/sprites/home/normal/2x/nidoking.jpg,505,0.35445544554455444,0.31683168316831684,0.3702970297029703,0.300990099009901,0.16831683168316833,31.632653061224495,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1,Attack,9.641922353279282
Chien-Pao,9.0,80,120,80,90,65,135,570,1.9,152.2,https://img.pokemondb.net/sprites/scarlet-violet/normal/chien-pao.png,570,0.3508771929824561,0.2719298245614035,0.3684210526315789,0.2543859649122807,0.23684210526315788,42.1606648199446,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0,Speed,26.832815729997478
Flabébé,6.0,44,38,39,61,79,42,303,0.1,0.1,https://img.pokemondb.net/sprites/home/normal/2x/flabebe.jpg,303,0.25412541254125415,0.46204620462046203,0.32673267326732675,0.38943894389438943,0.13861386138613863,9.999999999999998,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,Sp. Def,16.28189178197669
Vibrava,3.0,50,70,50,50,50,70,340,1.1,15.3,https://img.pokemondb.net/sprites/home/normal/2x/vibrava.jpg,340,0.35294117647058826,0.29411764705882354,0.35294117647058826,0.29411764705882354,0.20588235294117646,12.644628099173552,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,Attack,10.327955589886445
Greavard,9.0,50,61,60,30,55,34,290,0.6,35.0,https://img.pokemondb.net/sprites/scarlet-violet/normal/greavard.png,290,0.41724137931034483,0.29310344827586204,0.3137931034482759,0.39655172413793105,0.11724137931034483,97.22222222222223,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,Attack,13.30663994653296
Bellsprout,1.0,50,75,35,70,30,40,300,0.7,4.0,https://img.pokemondb.net/sprites/home/normal/2x/bellsprout.jpg,300,0.36666666666666664,0.3333333333333333,0.48333333333333334,0.21666666666666667,0.13333333333333333,8.163265306122451,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,Attack,18.708286933869708
Wattrel,9.0,40,40,35,55,40,70,280,0.4,3.6,https://img.pokemondb.net/sprites/scarlet-violet/normal/wattrel.png,280,0.26785714285714285,0.3392857142857143,0.3392857142857143,0.26785714285714285,0.25,22.499999999999996,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,Speed,13.291601358251256
Donphan,2.0,90,120,120,60,60,50,500,1.1,120.0,https://img.pokemondb.net/sprites/home/normal/2x/donphan.jpg,500,0.48,0.24,0.36,0.36,0.1,99.17355371900825,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,Attack,31.411250638372657
Persian,1.0,65,70,60,65,65,115,440,1.0,32.0,https://img.pokemondb.net/sprites/home/normal/2x/persian.jpg,440,0.29545454545454547,0.29545454545454547,0.3068181818181818,0.2840909090909091,0.26136363636363635,32.0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,Speed,20.65591117977289
Trevenant,6.0,85,110,76,65,82,56,474,1.5,71.0,https://img.pokemondb.net/sprites/home/normal/2x/trevenant.jpg,474,0.3924050632911392,0.310126582278481,0.3691983122362869,0.3333333333333333,0.11814345991561181,31.555555555555557,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0,Attack,18.65475810617763
Iron Thorns,9.0,100,134,110,70,84,72,570,1.6,303.0,https://img.pokemondb.net/sprites/scarlet-violet/normal/iron-thorns.png,570,0.4280701754385965,0.27017543859649124,0.35789473684210527,0.34035087719298246,0.12631578947368421,118.35937499999997,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,Attack,24.68197723035981
Wyrdeer,8.0,103,105,72,105,75,65,525,1.8,95.1,https://img.pokemondb.net/sprites/home/normal/2x/wyrdeer.jpg,525,0.33714285714285713,0.34285714285714286,0.4,0.28,0.12380952380952381,29.351851851851848,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,Attack,18.737662607700035
Zacian,8.0,92,120,115,80,115,138,660,2.8,110.0,https://img.pokemondb.net/sprites/home/normal/2x/zacian.jpg,660,0.3560606060606061,0.29545454545454547,0.30303030303030304,0.3484848484848485,0.20909090909090908,14.030612244897961,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,Speed,20.774984957876626
Centiskorch,8.0,100,115,65,90,90,65,525,3.0,120.0,https://img.pokemondb.net/sprites/home/normal/2x/centiskorch.jpg,525,0.34285714285714286,0.34285714285714286,0.3904761904761905,0.29523809523809524,0.12380952380952381,13.333333333333334,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,Attack,19.685019685029527
Jangmo-o,7.0,45,55,65,45,45,45,300,0.6,29.7,https://img.pokemondb.net/sprites/home/normal/2x/jangmo-o.jpg,300,0.4,0.3,0.3333333333333333,0.36666666666666664,0.15,82.5,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,Defense,8.366600265340756
Klinklang,5.0,60,100,115,70,85,90,520,0.6,81.0,https://img.pokemondb.net/sprites/home/normal/2x/klinklang.jpg,520,0.41346153846153844,0.2980769230769231,0.3269230769230769,0.38461538461538464,0.17307692307692307,225.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,Defense,19.916492328386205
Seel,1.0,65,45,55,45,70,45,325,1.1,90.0,https://img.pokemondb.net/sprites/home/normal/2x/seel.jpg,325,0.3076923076923077,0.35384615384615387,0.27692307692307694,0.38461538461538464,0.13846153846153847,74.38016528925618,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,Sp. Def,11.14300976696452
Swirlix,6.0,62,48,66,59,57,49,341,0.4,3.5,https://img.pokemondb.net/sprites/home/normal/2x/swirlix.jpg,341,0.3343108504398827,0.34017595307917886,0.31378299120234604,0.36070381231671556,0.1436950146627566,21.874999999999996,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,Defense,7.139094246938239
Oinkologne,9.0,110,100,75,59,80,65,489,1.0,120.0,https://img.pokemondb.net/sprites/scarlet-violet/normal/oinkologne.png,489,0.35787321063394684,0.2842535787321063,0.32515337423312884,0.3169734151329243,0.1329243353783231,120.0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,HP,19.887181801351343
Aerodactyl,1.0,80,105,65,60,75,130,515,1.8,59.0,https://img.pokemondb.net/sprites/home/normal/2x/aerodactyl.jpg,515,0.3300970873786408,0.2621359223300971,0.32038834951456313,0.27184466019417475,0.2524271844660194,18.209876543209877,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1,Speed,26.723896921419726
Swanna,5.0,75,87,63,87,63,98,473,1.3,24.2,https://img.pokemondb.net/sprites/home/normal/2x/swanna.jpg,473,0.3171247357293869,0.3171247357293869,0.3678646934460888,0.266384778012685,0.20718816067653276,14.319526627218933,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,Speed,14.260668521028974
Whirlipede,5.0,40,55,99,40,79,47,360,1.2,58.5,https://img.pokemondb.net/sprites/home/normal/2x/whirlipede.jpg,360,0.42777777777777776,0.33055555555555555,0.2638888888888889,0.49444444444444446,0.13055555555555556,40.625,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,Defense,23.98332754227403
Wimpod,7.0,25,35,40,20,30,80,230,0.5,12.0,https://img.pokemondb.net/sprites/home/normal/2x/wimpod.jpg,230,0.32608695652173914,0.21739130434782608,0.2391304347826087,0.30434782608695654,0.34782608695652173,48.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,Speed,21.602468994692867
Dedenne,6.0,67,58,57,81,67,101,431,0.2,2.2,https://img.pokemondb.net/sprites/home/normal/2x/dedenne.jpg,431,0.2668213457076566,0.3433874709976798,0.3225058004640371,0.2877030162412993,0.23433874709976799,54.99999999999999,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,Speed,16.690316553818466
Gossifleur,8.0,40,40,60,40,60,10,250,0.4,2.2,https://img.pokemondb.net/sprites/home/normal/2x/gossifleur.jpg,250,0.4,0.4,0.32,0.48,0.04,13.749999999999998,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,Defense,18.348478592697177
Kartana,7.0,59,181,131,59,31,109,570,0.3,0.1,https://img.pokemondb.net/sprites/home/normal/2x/kartana.jpg,570,0.5473684210526316,0.15789473684210525,0.42105263157894735,0.28421052631578947,0.1912280701754386,1.1111111111111112,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,Attack,55.8139767441812
Raticate,1.0,55,81,60,50,70,97,413,0.7,18.5,https://img.pokemondb.net/sprites/home/normal/2x/raticate.jpg,413,0.3414043583535109,0.29055690072639223,0.3171912832929782,0.31476997578692495,0.23486682808716708,37.75510204081633,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,Speed,17.702165592567106
Tinkaton,9.0,85,75,77,70,105,94,506,0.7,112.8,https://img.pokemondb.net/sprites/scarlet-violet/normal/tinkaton.png,506,0.30039525691699603,0.3458498023715415,0.2865612648221344,0.35968379446640314,0.1857707509881423,230.20408163265307,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,Sp. Def,13.170674495509585
Dustox,3.0,60,50,70,50,90,65,385,1.2,31.6,https://img.pokemondb.net/sprites/home/normal/2x/dustox.jpg,385,0.3116883116883117,0.36363636363636365,0.2597402597402597,0.4155844155844156,0.16883116883116883,21.944444444444446,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,Sp. Def,14.972196454317137
Sudowoodo,2.0,70,100,115,30,65,30,410,1.2,38.0,https://img.pokemondb.net/sprites/home/normal/2x/sudowoodo.jpg,410,0.524390243902439,0.23170731707317074,0.3170731707317073,0.43902439024390244,0.07317073170731707,26.38888888888889,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,Defense,35.02380143083653
Magby,2.0,45,75,37,70,55,83,365,0.7,21.4,https://img.pokemondb.net/sprites/home/normal/2x/magby.jpg,365,0.30684931506849317,0.3424657534246575,0.3972602739726027,0.25205479452054796,0.2273972602739726,43.673469387755105,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,Speed,18.049007359593677
Graveler,1.0,55,95,115,45,45,35,390,1.0,105.0,https://img.pokemondb.net/sprites/home/normal/2x/graveler.jpg,390,0.5384615384615384,0.23076923076923078,0.358974358974359,0.41025641025641024,0.08974358974358974,105.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1,Defense,32.2490309931942
Magcargo,2.0,60,50,120,90,80,30,430,0.8,55.0,https://img.pokemondb.net/sprites/home/normal/2x/magcargo.jpg,430,0.3953488372093023,0.3953488372093023,0.32558139534883723,0.46511627906976744,0.06976744186046512,85.93749999999999,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,Defense,31.88521078284832
Garbodor,5.0,80,95,82,60,82,75,474,1.9,107.3,https://img.pokemondb.net/sprites/home/normal/2x/garbodor.jpg,474,0.37341772151898733,0.29957805907172996,0.3270042194092827,0.3459915611814346,0.15822784810126583,29.722991689750693,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,Attack,11.419281938896159
Torkoal,3.0,70,85,140,85,70,20,470,0.5,80.4,https://img.pokemondb.net/sprites/home/normal/2x/torkoal.jpg,470,0.4787234042553192,0.32978723404255317,0.3617021276595745,0.44680851063829785,0.0425531914893617,321.6,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,Defense,38.55731664245668
Pidgey,1.0,40,45,40,35,35,56,251,0.3,1.8,https://img.pokemondb.net/sprites/home/normal/2x/pidgey.jpg,251,0.3386454183266932,0.2788844621513944,0.3187250996015936,0.29880478087649404,0.22310756972111553,20.0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1,Speed,7.884584115009914
Carnivine,4.0,74,100,72,90,72,46,454,1.4,27.0,https://img.pokemondb.net/sprites/home/normal/2x/carnivine.jpg,454,0.3788546255506608,0.3568281938325991,0.4185022026431718,0.31718061674008813,0.1013215859030837,13.775510204081634,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,Attack,18.47881670093263
Herdier,5.0,65,80,65,35,65,60,370,0.9,14.7,https://img.pokemondb.net/sprites/home/normal/2x/herdier.jpg,370,0.3918918918918919,0.2702702702702703,0.3108108108108108,0.35135135135135137,0.16216216216216217,18.148148148148145,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,Attack,14.719601443879744
Golurk,5.0,89,124,80,55,80,55,483,2.8,330.0,https://img.pokemondb.net/sprites/home/normal/2x/golurk.jpg,483,0.422360248447205,0.2795031055900621,0.37060041407867494,0.33126293995859213,0.11387163561076605,42.091836734693885,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,Attack,25.55582125465742
Primeape,1.0,65,105,60,60,70,95,455,1.0,32.0,https://img.pokemondb.net/sprites/home/normal/2x/primeape.jpg,455,0.3626373626373626,0.2857142857142857,0.3626373626373626,0.2857142857142857,0.2087912087912088,32.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,Attack,19.343388189938874
