Name,Primary_Type,Secondary_Type,Generation,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Total,Height(m),Weight(kg),Image URL
Chimchar,Fire,None,4.0,44,58,44,58,44,61,309,0.5,6.2,https://img.pokemondb.net/sprites/home/normal/2x/chimchar.jpg
Monferno,Fire,Fighting,4.0,64,78,52,78,52,81,405,0.9,22.0,https://img.pokemondb.net/sprites/home/normal/2x/monferno.jpg
Infernape,Fire,Fighting,4.0,76,104,71,104,71,108,534,1.2,55.0,https://img.pokemondb.net/sprites/home/normal/2x/infernape.jpg
Piplup,Water,None,4.0,53,51,53,61,56,40,314,0.4,5.2,https://img.pokemondb.net/sprites/home/normal/2x/piplup.jpg
Prinplup,Water,None,4.0,64,66,68,81,76,50,405,0.8,23.0,https://img.pokemondb.net/sprites/home/normal/2x/prinplup.jpg
Empoleon,Water,Steel,4.0,84,86,88,111,101,60,530,1.7,84.5,https://img.pokemondb.net/sprites/home/normal/2x/empoleon.jpg
Starly,Normal,Flying,4.0,40,55,30,30,30,60,245,0.3,2.0,https://img.pokemondb.net/sprites/home/normal/2x/starly.jpg
Staravia,Normal,Flying,4.0,55,75,50,40,40,80,340,0.6,15.5,https://img.pokemondb.net/sprites/home/normal/2x/staravia.jpg
Staraptor,Normal,Flying,4.0,85,120,70,50,60,100,485,1.2,24.9,https://img.pokemondb.net/sprites/home/normal/2x/staraptor.jpg
Bidoof,Normal,None,4.0,59,45,40,35,40,31,250,0.5,20.0,https://img.pokemondb.net/sprites/home/normal/2x/bidoof.jpg
Bibarel,Normal,Water,4.0,79,85,60,55,60,71,410,1.0,31.5,https://img.pokemondb.net/sprites/home/normal/2x/bibarel.jpg
Kricketot,Bug,None,4.0,37,25,41,25,41,25,194,0.3,2.2,https://img.pokemondb.net/sprites/home/normal/2x/kricketot.jpg
Kricketune,Bug,None,4.0,77,85,51,55,51,65,384,1.0,25.5,https://img.pokemondb.net/sprites/home/normal/2x/kricketune.jpg
Shinx,Electric,None,4.0,45,65,34,40,34,45,263,0.5,9.5,https://img.pokemondb.net/sprites/home/normal/2x/shinx.jpg
Luxio,Electric,None,4.0,60,85,49,60,49,60,363,0.9,30.5,https://img.pokemondb.net/sprites/home/normal/2x/luxio.jpg
Luxray,Electric,None,4.0,80,120,79,95,79,70,523,1.4,42.0,https://img.pokemondb.net/sprites/home/normal/2x/luxray.jpg
Budew,Grass,Poison,4.0,40,30,35,50,70,55,280,0.2,1.2,https://img.pokemondb.net/sprites/home/normal/2x/budew.jpg
Roserade,Grass,Poison,4.0,60,70,65,125,105,90,515,0.9,14.5,https://img.pokemondb.net/sprites/home/normal/2x/roserade.jpg
Cranidos,Rock,None,4.0,67,125,40,30,30,58,350,0.9,31.5,https://img.pokemondb.net/sprites/home/normal/2x/cranidos.jpg
Rampardos,Rock,None,4.0,97,165,60,65,50,58,495,1.6,102.5,https://img.pokemondb.net/sprites/home/normal/2x/rampardos.jpg
Shieldon,Rock,Steel,4.0,30,42,118,42,88,30,350,0.5,57.0,https://img.pokemondb.net/sprites/home/normal/2x/shieldon.jpg
Bastiodon,Rock,Steel,4.0,60,52,168,47,138,30,495,1.3,149.5,https://img.pokemondb.net/sprites/home/normal/2x/bastiodon.jpg
Burmy,Bug,None,4.0,40,29,45,29,45,36,224,0.2,3.4,https://img.pokemondb.net/sprites/home/normal/2x/burmy.jpg
Wormadam,Bug,Grass,4.0,60,59,85,79,105,36,424,0.5,6.5,https://img.pokemondb.net/sprites/home/normal/2x/wormadam.jpg
Mothim,Bug,Flying,4.0,70,94,50,94,50,66,424,0.9,23.3,https://img.pokemondb.net/sprites/home/normal/2x/mothim.jpg
Combee,Bug,Flying,4.0,30,30,42,30,42,70,244,0.3,5.5,https://img.pokemondb.net/sprites/home/normal/2x/combee.jpg
Vespiquen,Bug,Flying,4.0,70,80,102,80,102,40,474,1.2,38.5,https://img.pokemondb.net/sprites/home/normal/2x/vespiquen.jpg
Pachirisu,Electric,None,4.0,60,45,70,45,90,95,405,0.4,3.9,https://img.pokemondb.net/sprites/home/normal/2x/pachirisu.jpg
Buizel,Water,None,4.0,55,65,35,60,30,85,330,0.7,29.5,https://img.pokemondb.net/sprites/home/normal/2x/buizel.jpg
Floatzel,Water,None,4.0,85,105,55,85,50,115,495,1.1,33.5,https://img.pokemondb.net/sprites/home/normal/2x/floatzel.jpg
Cherubi,Grass,None,4.0,45,35,45,62,53,35,275,0.4,3.3,https://img.pokemondb.net/sprites/home/normal/2x/cherubi.jpg
Cherrim,Grass,None,4.0,70,60,70,87,78,85,450,0.5,9.3,https://img.pokemondb.net/sprites/home/normal/2x/cherrim.jpg
Shellos,Water,None,4.0,76,48,48,57,62,34,325,0.3,6.3,https://img.pokemondb.net/sprites/home/normal/2x/shellos.jpg
Gastrodon,Water,Ground,4.0,111,83,68,92,82,39,475,0.9,29.9,https://img.pokemondb.net/sprites/home/normal/2x/gastrodon.jpg
Ambipom,Normal,None,4.0,75,100,66,60,66,115,482,1.2,20.3,https://img.pokemondb.net/sprites/home/normal/2x/ambipom.jpg
Drifloon,Ghost,Flying,4.0,90,50,34,60,44,70,348,0.4,1.2,https://img.pokemondb.net/sprites/home/normal/2x/drifloon.jpg
Drifblim,Ghost,Flying,4.0,150,80,44,90,54,80,498,1.2,15.0,https://img.pokemondb.net/sprites/home/normal/2x/drifblim.jpg
Buneary,Normal,None,4.0,55,66,44,44,56,85,350,0.4,5.5,https://img.pokemondb.net/sprites/home/normal/2x/buneary.jpg
Lopunny,Normal,None,4.0,65,76,84,54,96,105,480,1.2,33.3,https://img.pokemondb.net/sprites/home/normal/2x/lopunny.jpg
Mismagius,Ghost,None,4.0,60,60,60,105,105,105,495,0.9,4.4,https://img.pokemondb.net/sprites/home/normal/2x/mismagius.jpg
Honchkrow,Dark,Flying,4.0,100,125,52,105,52,71,505,0.9,27.3,https://img.pokemondb.net/sprites/home/normal/2x/honchkrow.jpg
Glameow,Normal,None,4.0,49,55,42,42,37,85,310,0.5,3.9,https://img.pokemondb.net/sprites/home/normal/2x/glameow.jpg
Purugly,Normal,None,4.0,71,82,64,64,59,112,452,1.0,43.8,https://img.pokemondb.net/sprites/home/normal/2x/purugly.jpg
Chingling,Psychic,None,4.0,45,30,50,65,50,45,285,0.2,0.6,https://img.pokemondb.net/sprites/home/normal/2x/chingling.jpg
Stunky,Poison,Dark,4.0,63,63,47,41,41,74,329,0.4,19.2,https://img.pokemondb.net/sprites/home/normal/2x/stunky.jpg
Skuntank,Poison,Dark,4.0,103,93,67,71,61,84,479,1.0,38.0,https://img.pokemondb.net/sprites/home/normal/2x/skuntank.jpg
Bronzor,Steel,Psychic,4.0,57,24,86,24,86,23,300,0.5,60.5,https://img.pokemondb.net/sprites/home/normal/2x/bronzor.jpg
Bronzong,Steel,Psychic,4.0,67,89,116,79,116,33,500,1.3,187.0,https://img.pokemondb.net/sprites/home/normal/2x/bronzong.jpg
Bonsly,Rock,None,4.0,50,80,95,10,45,10,290,0.5,15.0,https://img.pokemondb.net/sprites/home/normal/2x/bonsly.jpg
Mime Jr.,Psychic,Fairy,4.0,20,25,45,70,90,60,310,0.6,13.0,https://img.pokemondb.net/sprites/home/normal/2x/mime-jr.jpg
Happiny,Normal,None,4.0,100,5,5,15,65,30,220,0.6,24.4,https://img.pokemondb.net/sprites/home/normal/2x/happiny.jpg
Chatot,Normal,Flying,4.0,76,65,45,92,42,91,411,0.5,1.9,https://img.pokemondb.net/sprites/home/normal/2x/chatot.jpg
Spiritomb,Ghost,Dark,4.0,50,92,108,92,108,35,485,1.0,108.0,https://img.pokemondb.net/sprites/home/normal/2x/spiritomb.jpg
Gible,Dragon,Ground,4.0,58,70,45,40,45,42,300,0.7,20.5,https://img.pokemondb.net/sprites/home/normal/2x/gible.jpg
Gabite,Dragon,Ground,4.0,68,90,65,50,55,82,410,1.4,56.0,https://img.pokemondb.net/sprites/home/normal/2x/gabite.jpg
Garchomp,Dragon,Ground,4.0,108,130,95,80,85,102,600,1.9,95.0,https://img.pokemondb.net/sprites/home/normal/2x/garchomp.jpg
Munchlax,Normal,None,4.0,135,85,40,40,85,5,390,0.6,105.0,https://img.pokemondb.net/sprites/home/normal/2x/munchlax.jpg
Riolu,Fighting,None,4.0,40,70,40,35,40,60,285,0.7,20.2,https://img.pokemondb.net/sprites/home/normal/2x/riolu.jpg
Lucario,Fighting,Steel,4.0,70,110,70,115,70,90,525,1.2,54.0,https://img.pokemondb.net/sprites/home/normal/2x/lucario.jpg
Hippopotas,Ground,None,4.0,68,72,78,38,42,32,330,0.8,49.5,https://img.pokemondb.net/sprites/home/normal/2x/hippopotas.jpg
Hippowdon,Ground,None,4.0,108,112,118,68,72,47,525,2.0,300.0,https://img.pokemondb.net/sprites/home/normal/2x/hippowdon.jpg
Skorupi,Poison,Bug,4.0,40,50,90,30,55,65,330,0.8,12.0,https://img.pokemondb.net/sprites/home/normal/2x/skorupi.jpg
Drapion,Poison,Dark,4.0,70,90,110,60,75,95,500,1.3,61.5,https://img.pokemondb.net/sprites/home/normal/2x/drapion.jpg
Croagunk,Poison,Fighting,4.0,48,61,40,61,40,50,300,0.7,23.0,https://img.pokemondb.net/sprites/home/normal/2x/croagunk.jpg
Toxicroak,Poison,Fighting,4.0,83,106,65,86,65,85,490,1.3,44.4,https://img.pokemondb.net/sprites/home/normal/2x/toxicroak.jpg
Carnivine,Grass,None,4.0,74,100,72,90,72,46,454,1.4,27.0,https://img.pokemondb.net/sprites/home/normal/2x/carnivine.jpg
Finneon,Water,None,4.0,49,49,56,49,61,66,330,0.4,7.0,https://img.pokemondb.net/sprites/home/normal/2x/finneon.jpg
Lumineon,Water,None,4.0,69,69,76,69,86,91,460,1.2,24.0,https://img.pokemondb.net/sprites/home/normal/2x/lumineon.jpg
Mantyke,Water,Flying,4.0,45,20,50,60,120,50,345,1.0,65.0,https://img.pokemondb.net/sprites/home/normal/2x/mantyke.jpg
Snover,Grass,Ice,4.0,60,62,50,62,60,40,334,1.0,50.5,https://img.pokemondb.net/sprites/home/normal/2x/snover.jpg
Abomasnow,Grass,Ice,4.0,90,92,75,92,85,60,494,2.2,135.5,https://img.pokemondb.net/sprites/home/normal/2x/abomasnow.jpg
Weavile,Dark,Ice,4.0,70,120,65,45,85,125,510,1.1,34.0,https://img.pokemondb.net/sprites/home/normal/2x/weavile.jpg
Magnezone,Electric,Steel,4.0,70,70,115,130,90,60,535,1.2,180.0,https://img.pokemondb.net/sprites/home/normal/2x/magnezone.jpg
Lickilicky,Normal,None,4.0,110,85,95,80,95,50,515,1.7,140.0,https://img.pokemondb.net/sprites/home/normal/2x/lickilicky.jpg
Rhyperior,Ground,Rock,4.0,115,140,130,55,55,40,535,2.4,282.8,https://img.pokemondb.net/sprites/home/normal/2x/rhyperior.jpg
Tangrowth,Grass,None,4.0,100,100,125,110,50,50,535,2.0,128.6,https://img.pokemondb.net/sprites/home/normal/2x/tangrowth.jpg
Electivire,Electric,None,4.0,75,123,67,95,85,95,540,1.8,138.6,https://img.pokemondb.net/sprites/home/normal/2x/electivire.jpg
Magmortar,Fire,None,4.0,75,95,67,125,95,83,540,1.6,68.0,https://img.pokemondb.net/sprites/home/normal/2x/magmortar.jpg
Togekiss,Fairy,Flying,4.0,85,50,95,120,115,80,545,1.5,38.0,https://img.pokemondb.net/sprites/home/normal/2x/togekiss.jpg
Yanmega,Bug,Flying,4.0,86,76,86,116,56,95,515,1.9,51.5,https://img.pokemondb.net/sprites/home/normal/2x/yanmega.jpg
Leafeon,Grass,None,4.0,65,110,130,60,65,95,525,1.0,25.5,https://img.pokemondb.net/sprites/home/normal/2x/leafeon.jpg
Glaceon,Ice,None,4.0,65,60,110,130,95,65,525,0.8,25.9,https://img.pokemondb.net/sprites/home/normal/2x/glaceon.jpg
Gliscor,Ground,Flying,4.0,75,95,125,45,75,95,510,2.0,42.5,https://img.pokemondb.net/sprites/home/normal/2x/gliscor.jpg
Mamoswine,Ice,Ground,4.0,110,130,80,70,60,80,530,2.5,291.0,https://img.pokemondb.net/sprites/home/normal/2x/mamoswine.jpg
Porygon-Z,Normal,None,4.0,85,80,70,135,75,90,535,0.9,34.0,https://img.pokemondb.net/sprites/home/normal/2x/porygon-z.jpg
Gallade,Psychic,Fighting,4.0,68,125,65,65,115,80,518,1.6,52.0,https://img.pokemondb.net/sprites/home/normal/2x/gallade.jpg
Probopass,Rock,Steel,4.0,60,55,145,75,150,40,525,1.4,340.0,https://img.pokemondb.net/sprites/home/normal/2x/probopass.jpg
Dusknoir,Ghost,None,4.0,45,100,135,65,135,45,525,2.2,106.6,https://img.pokemondb.net/sprites/home/normal/2x/dusknoir.jpg
Froslass,Ice,Ghost,4.0,70,80,70,80,70,110,480,1.3,26.6,https://img.pokemondb.net/sprites/home/normal/2x/froslass.jpg
Rotom,Electric,Ghost,4.0,50,50,77,95,77,91,440,0.3,0.3,https://img.pokemondb.net/sprites/home/normal/2x/rotom.jpg
Uxie,Psychic,None,4.0,75,75,130,75,130,95,580,0.3,0.3,https://img.pokemondb.net/sprites/home/normal/2x/uxie.jpg
Mesprit,Psychic,None,4.0,80,105,105,105,105,80,580,0.3,0.3,https://img.pokemondb.net/sprites/home/normal/2x/mesprit.jpg
Azelf,Psychic,None,4.0,75,125,70,125,70,115,580,0.3,0.3,https://img.pokemondb.net/sprites/home/normal/2x/azelf.jpg
Dialga,Steel,Dragon,4.0,100,120,120,150,100,90,680,5.4,683.0,https://img.pokemondb.net/sprites/home/normal/2x/dialga.jpg
Palkia,Water,Dragon,4.0,90,120,100,150,120,100,680,4.2,336.0,https://img.pokemondb.net/sprites/home/normal/2x/palkia.jpg
Heatran,Fire,Steel,4.0,91,90,106,130,106,77,600,1.7,430.0,https://img.pokemondb.net/sprites/home/normal/2x/heatran.jpg
Regigigas,Normal,None,4.0,110,160,110,80,110,100,670,3.7,420.0,https://img.pokemondb.net/sprites/home/normal/2x/regigigas.jpg
Giratina,Ghost,Dragon,4.0,150,100,120,100,120,90,680,4.5,750.0,https://img.pokemondb.net/sprites/home/normal/2x/giratina.jpg
Cresselia,Psychic,None,4.0,120,70,110,75,120,85,580,1.5,85.6,https://img.pokemondb.net/sprites/home/normal/2x/cresselia.jpg
Phione,Water,None,4.0,80,80,80,80,80,80,480,0.4,3.1,https://img.pokemondb.net/sprites/home/normal/2x/phione.jpg
Manaphy,Water,None,4.0,100,100,100,100,100,100,600,0.3,1.4,https://img.pokemondb.net/sprites/home/normal/2x/manaphy.jpg
Darkrai,Dark,None,4.0,70,90,90,135,90,125,600,1.5,50.5,https://img.pokemondb.net/sprites/home/normal/2x/darkrai.jpg
Shaymin,Grass,None,4.0,100,100,100,100,100,100,600,0.2,2.1,https://img.pokemondb.net/sprites/home/normal/2x/shaymin.jpg
Arceus,Normal,None,4.0,120,120,120,120,120,120,720,3.2,320.0,https://img.pokemondb.net/sprites/home/normal/2x/arceus.jpg
Victini,Psychic,Fire,5.0,100,100,100,100,100,100,600,0.4,4.0,https://img.pokemondb.net/sprites/home/normal/2x/victini.jpg
Snivy,Grass,None,5.0,45,45,55,45,55,63,308,0.6,8.1,https://img.pokemondb.net/sprites/home/normal/2x/snivy.jpg
Servine,Grass,None,5.0,60,60,75,60,75,83,413,0.8,16.0,https://img.pokemondb.net/sprites/home/normal/2x/servine.jpg
Serperior,Grass,None,5.0,75,75,95,75,95,113,528,3.3,63.0,https://img.pokemondb.net/sprites/home/normal/2x/serperior.jpg
Tepig,Fire,None,5.0,65,63,45,45,45,45,308,0.5,9.9,https://img.pokemondb.net/sprites/home/normal/2x/tepig.jpg
Pignite,Fire,Fighting,5.0,90,93,55,70,55,55,418,1.0,55.5,https://img.pokemondb.net/sprites/home/normal/2x/pignite.jpg
Emboar,Fire,Fighting,5.0,110,123,65,100,65,65,528,1.6,150.0,https://img.pokemondb.net/sprites/home/normal/2x/emboar.jpg
Oshawott,Water,None,5.0,55,55,45,63,45,45,308,0.5,5.9,https://img.pokemondb.net/sprites/home/normal/2x/oshawott.jpg
Dewott,Water,None,5.0,75,75,60,83,60,60,413,0.8,24.5,https://img.pokemondb.net/sprites/home/normal/2x/dewott.jpg
Samurott,Water,None,5.0,95,100,85,108,70,70,528,1.5,94.6,https://img.pokemondb.net/sprites/home/normal/2x/samurott.jpg
Patrat,Normal,None,5.0,45,55,39,35,39,42,255,0.5,11.6,https://img.pokemondb.net/sprites/home/normal/2x/patrat.jpg
Watchog,Normal,None,5.0,60,85,69,60,69,77,420,1.1,27.0,https://img.pokemondb.net/sprites/home/normal/2x/watchog.jpg
Lillipup,Normal,None,5.0,45,60,45,25,45,55,275,0.4,4.1,https://img.pokemondb.net/sprites/home/normal/2x/lillipup.jpg
Herdier,Normal,None,5.0,65,80,65,35,65,60,370,0.9,14.7,https://img.pokemondb.net/sprites/home/normal/2x/herdier.jpg
Stoutland,Normal,None,5.0,85,110,90,45,90,80,500,1.2,61.0,https://img.pokemondb.net/sprites/home/normal/2x/stoutland.jpg
Purrloin,Dark,None,5.0,41,50,37,50,37,66,281,0.4,10.1,https://img.pokemondb.net/sprites/home/normal/2x/purrloin.jpg
Liepard,Dark,None,5.0,64,88,50,88,50,106,446,1.1,37.5,https://img.pokemondb.net/sprites/home/normal/2x/liepard.jpg
Pansage,Grass,None,5.0,50,53,48,53,48,64,316,0.6,10.5,https://img.pokemondb.net/sprites/home/normal/2x/pansage.jpg
Simisage,Grass,None,5.0,75,98,63,98,63,101,498,1.1,30.5,https://img.pokemondb.net/sprites/home/normal/2x/simisage.jpg
Pansear,Fire,None,5.0,50,53,48,53,48,64,316,0.6,11.0,https://img.pokemondb.net/sprites/home/normal/2x/pansear.jpg
Simisear,Fire,None,5.0,75,98,63,98,63,101,498,1.0,28.0,https://img.pokemondb.net/sprites/home/normal/2x/simisear.jpg
Panpour,Water,None,5.0,50,53,48,53,48,64,316,0.6,13.5,https://img.pokemondb.net/sprites/home/normal/2x/panpour.jpg
Simipour,Water,None,5.0,75,98,63,98,63,101,498,1.0,29.0,https://img.pokemondb.net/sprites/home/normal/2x/simipour.jpg
Munna,Psychic,None,5.0,76,25,45,67,55,24,292,0.6,23.3,https://img.pokemondb.net/sprites/home/normal/2x/munna.jpg
Musharna,Psychic,None,5.0,116,55,85,107,95,29,487,1.1,60.5,https://img.pokemondb.net/sprites/home/normal/2x/musharna.jpg
Pidove,Normal,Flying,5.0,50,55,50,36,30,43,264,0.3,2.1,https://img.pokemondb.net/sprites/home/normal/2x/pidove.jpg
Tranquill,Normal,Flying,5.0,62,77,62,50,42,65,358,0.6,15.0,https://img.pokemondb.net/sprites/home/normal/2x/tranquill.jpg
Unfezant,Normal,Flying,5.0,80,115,80,65,55,93,488,1.2,29.0,https://img.pokemondb.net/sprites/home/normal/2x/unfezant.jpg
Blitzle,Electric,None,5.0,45,60,32,50,32,76,295,0.8,29.8,https://img.pokemondb.net/sprites/home/normal/2x/blitzle.jpg
Zebstrika,Electric,None,5.0,75,100,63,80,63,116,497,1.6,79.5,https://img.pokemondb.net/sprites/home/normal/2x/zebstrika.jpg
Roggenrola,Rock,None,5.0,55,75,85,25,25,15,280,0.4,18.0,https://img.pokemondb.net/sprites/home/normal/2x/roggenrola.jpg
Boldore,Rock,None,5.0,70,105,105,50,40,20,390,0.9,102.0,https://img.pokemondb.net/sprites/home/normal/2x/boldore.jpg
Gigalith,Rock,None,5.0,85,135,130,60,80,25,515,1.7,260.0,https://img.pokemondb.net/sprites/home/normal/2x/gigalith.jpg
Woobat,Psychic,Flying,5.0,65,45,43,55,43,72,323,0.4,2.1,https://img.pokemondb.net/sprites/home/normal/2x/woobat.jpg
Swoobat,Psychic,Flying,5.0,67,57,55,77,55,114,425,0.9,10.5,https://img.pokemondb.net/sprites/home/normal/2x/swoobat.jpg
Drilbur,Ground,None,5.0,60,85,40,30,45,68,328,0.3,8.5,https://img.pokemondb.net/sprites/home/normal/2x/drilbur.jpg
Excadrill,Ground,Steel,5.0,110,135,60,50,65,88,508,0.7,40.4,https://img.pokemondb.net/sprites/home/normal/2x/excadrill.jpg
Audino,Normal,None,5.0,103,60,86,60,86,50,445,1.1,31.0,https://img.pokemondb.net/sprites/home/normal/2x/audino.jpg
Timburr,Fighting,None,5.0,75,80,55,25,35,35,305,0.6,12.5,https://img.pokemondb.net/sprites/home/normal/2x/timburr.jpg
Gurdurr,Fighting,None,5.0,85,105,85,40,50,40,405,1.2,40.0,https://img.pokemondb.net/sprites/home/normal/2x/gurdurr.jpg
Conkeldurr,Fighting,None,5.0,105,140,95,55,65,45,505,1.4,87.0,https://img.pokemondb.net/sprites/home/normal/2x/conkeldurr.jpg
Tympole,Water,None,5.0,50,50,40,50,40,64,294,0.5,4.5,https://img.pokemondb.net/sprites/home/normal/2x/tympole.jpg
Palpitoad,Water,Ground,5.0,75,65,55,65,55,69,384,0.8,17.0,https://img.pokemondb.net/sprites/home/normal/2x/palpitoad.jpg
Seismitoad,Water,Ground,5.0,105,95,75,85,75,74,509,1.5,62.0,https://img.pokemondb.net/sprites/home/normal/2x/seismitoad.jpg
Throh,Fighting,None,5.0,120,100,85,30,85,45,465,1.3,55.5,https://img.pokemondb.net/sprites/home/normal/2x/throh.jpg
Sawk,Fighting,None,5.0,75,125,75,30,75,85,465,1.4,51.0,https://img.pokemondb.net/sprites/home/normal/2x/sawk.jpg
Sewaddle,Bug,Grass,5.0,45,53,70,40,60,42,310,0.3,2.5,https://img.pokemondb.net/sprites/home/normal/2x/sewaddle.jpg
Swadloon,Bug,Grass,5.0,55,63,90,50,80,42,380,0.5,7.3,https://img.pokemondb.net/sprites/home/normal/2x/swadloon.jpg
Leavanny,Bug,Grass,5.0,75,103,80,70,80,92,500,1.2,20.5,https://img.pokemondb.net/sprites/home/normal/2x/leavanny.jpg
Venipede,Bug,Poison,5.0,30,45,59,30,39,57,260,0.4,5.3,https://img.pokemondb.net/sprites/home/normal/2x/venipede.jpg
Whirlipede,Bug,Poison,5.0,40,55,99,40,79,47,360,1.2,58.5,https://img.pokemondb.net/sprites/home/normal/2x/whirlipede.jpg
Scolipede,Bug,Poison,5.0,60,100,89,55,69,112,485,2.5,200.5,https://img.pokemondb.net/sprites/home/normal/2x/scolipede.jpg
Cottonee,Grass,Fairy,5.0,40,27,60,37,50,66,280,0.3,0.6,https://img.pokemondb.net/sprites/home/normal/2x/cottonee.jpg
Whimsicott,Grass,Fairy,5.0,60,67,85,77,75,116,480,0.7,6.6,https://img.pokemondb.net/sprites/home/normal/2x/whimsicott.jpg
Petilil,Grass,None,5.0,45,35,50,70,50,30,280,0.5,6.6,https://img.pokemondb.net/sprites/home/normal/2x/petilil.jpg
Lilligant,Grass,None,5.0,70,60,75,110,75,90,480,1.1,16.3,https://img.pokemondb.net/sprites/home/normal/2x/lilligant.jpg
Basculin,Water,None,5.0,70,92,65,80,55,98,460,1.0,18.0,https://img.pokemondb.net/sprites/home/normal/2x/basculin.jpg
Sandile,Ground,Dark,5.0,50,72,35,35,35,65,292,0.7,15.2,https://img.pokemondb.net/sprites/home/normal/2x/sandile.jpg
Krokorok,Ground,Dark,5.0,60,82,45,45,45,74,351,1.0,33.4,https://img.pokemondb.net/sprites/home/normal/2x/krokorok.jpg
Krookodile,Ground,Dark,5.0,95,117,80,65,70,92,519,1.5,96.3,https://img.pokemondb.net/sprites/home/normal/2x/krookodile.jpg
Darumaka,Fire,None,5.0,70,90,45,15,45,50,315,0.6,37.5,https://img.pokemondb.net/sprites/home/normal/2x/darumaka.jpg
Darmanitan,Fire,None,5.0,105,140,55,30,55,95,480,1.3,92.9,https://img.pokemondb.net/sprites/home/normal/2x/darmanitan.jpg
Maractus,Grass,None,5.0,75,86,67,106,67,60,461,1.0,28.0,https://img.pokemondb.net/sprites/home/normal/2x/maractus.jpg
Dwebble,Bug,Rock,5.0,50,65,85,35,35,55,325,0.3,14.5,https://img.pokemondb.net/sprites/home/normal/2x/dwebble.jpg
Crustle,Bug,Rock,5.0,70,105,125,65,75,45,485,1.4,200.0,https://img.pokemondb.net/sprites/home/normal/2x/crustle.jpg
Scraggy,Dark,Fighting,5.0,50,75,70,35,70,48,348,0.6,11.8,https://img.pokemondb.net/sprites/home/normal/2x/scraggy.jpg
Scrafty,Dark,Fighting,5.0,65,90,115,45,115,58,488,1.1,30.0,https://img.pokemondb.net/sprites/home/normal/2x/scrafty.jpg
Sigilyph,Psychic,Flying,5.0,72,58,80,103,80,97,490,1.4,14.0,https://img.pokemondb.net/sprites/home/normal/2x/sigilyph.jpg
Yamask,Ghost,None,5.0,38,30,85,55,65,30,303,0.5,1.5,https://img.pokemondb.net/sprites/home/normal/2x/yamask.jpg
Cofagrigus,Ghost,None,5.0,58,50,145,95,105,30,483,1.7,76.5,https://img.pokemondb.net/sprites/home/normal/2x/cofagrigus.jpg
Tirtouga,Water,Rock,5.0,54,78,103,53,45,22,355,0.7,16.5,https://img.pokemondb.net/sprites/home/normal/2x/tirtouga.jpg
Carracosta,Water,Rock,5.0,74,108,133,83,65,32,495,1.2,81.0,https://img.pokemondb.net/sprites/home/normal/2x/carracosta.jpg
Archen,Rock,Flying,5.0,55,112,45,74,45,70,401,0.5,9.5,https://img.pokemondb.net/sprites/home/normal/2x/archen.jpg
Archeops,Rock,Flying,5.0,75,140,65,112,65,110,567,1.4,32.0,https://img.pokemondb.net/sprites/home/normal/2x/archeops.jpg
Trubbish,Poison,None,5.0,50,50,62,40,62,65,329,0.6,31.0,https://img.pokemondb.net/sprites/home/normal/2x/trubbish.jpg
Garbodor,Poison,None,5.0,80,95,82,60,82,75,474,1.9,107.3,https://img.pokemondb.net/sprites/home/normal/2x/garbodor.jpg
Zorua,Dark,None,5.0,40,65,40,80,40,65,330,0.7,12.5,https://img.pokemondb.net/sprites/home/normal/2x/zorua.jpg
Zoroark,Dark,None,5.0,60,105,60,120,60,105,510,1.6,81.1,https://img.pokemondb.net/sprites/home/normal/2x/zoroark.jpg
Minccino,Normal,None,5.0,55,50,40,40,40,75,300,0.4,5.8,https://img.pokemondb.net/sprites/home/normal/2x/minccino.jpg
Cinccino,Normal,None,5.0,75,95,60,65,60,115,470,0.5,7.5,https://img.pokemondb.net/sprites/home/normal/2x/cinccino.jpg
Gothita,Psychic,None,5.0,45,30,50,55,65,45,290,0.4,5.8,https://img.pokemondb.net/sprites/home/normal/2x/gothita.jpg
Gothorita,Psychic,None,5.0,60,45,70,75,85,55,390,0.7,18.0,https://img.pokemondb.net/sprites/home/normal/2x/gothorita.jpg
Gothitelle,Psychic,None,5.0,70,55,95,95,110,65,490,1.5,44.0,https://img.pokemondb.net/sprites/home/normal/2x/gothitelle.jpg
Solosis,Psychic,None,5.0,45,30,40,105,50,20,290,0.3,1.0,https://img.pokemondb.net/sprites/home/normal/2x/solosis.jpg
Duosion,Psychic,None,5.0,65,40,50,125,60,30,370,0.6,8.0,https://img.pokemondb.net/sprites/home/normal/2x/duosion.jpg
Reuniclus,Psychic,None,5.0,110,65,75,125,85,30,490,1.0,20.1,https://img.pokemondb.net/sprites/home/normal/2x/reuniclus.jpg
Ducklett,Water,Flying,5.0,62,44,50,44,50,55,305,0.5,5.5,https://img.pokemondb.net/sprites/home/normal/2x/ducklett.jpg
Swanna,Water,Flying,5.0,75,87,63,87,63,98,473,1.3,24.2,https://img.pokemondb.net/sprites/home/normal/2x/swanna.jpg
Vanillite,Ice,None,5.0,36,50,50,65,60,44,305,0.4,5.7,https://img.pokemondb.net/sprites/home/normal/2x/vanillite.jpg
Vanillish,Ice,None,5.0,51,65,65,80,75,59,395,1.1,41.0,https://img.pokemondb.net/sprites/home/normal/2x/vanillish.jpg
Vanilluxe,Ice,None,5.0,71,95,85,110,95,79,535,1.3,57.5,https://img.pokemondb.net/sprites/home/normal/2x/vanilluxe.jpg
